unidad,jurisdiccion_nombre,responde_a,unidad_fundamento,unidad_fundamento_enlace,unidad_fundamento_publicacion,unidad_enlace,autoridad_apellido,autoridad_nombre,autoridad_genero,autoridad_fundamento,autoridad_fundamento_enlace,autoridad_fecha_inicio
Jefatura de Asesores del Gobernador,Jefatura de Asesores del Gobernador,Gobernación de la Provincia de Buenos Aires,Decreto 804/2021,https://normas.gba.gov.ar/documentos/084Om4UZ.html,21/09/2021,https://www.gba.gob.ar/jag/,ALVAREZ RODRIGUEZ,María Cristina,Femenino,Decreto 18 B/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/18b/403264,
Dirección Provincial de Relaciones con la Comunidad,Jefatura de Asesores del Gobernador,Jefatura de Asesores del Gobernador,Decreto 4/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/4/408221,,https://www.gba.gob.ar/jag,PICCOLI,Jorge Vicente Eneas,Masculino,Resolución 17/2024 de la Jefatura de Asesores del Gobernador,https://normas.gba.gob.ar/ar-b/resolucion/2024/17/414826,06/01/2024
Subsecretaría de Gestión Operativa,Jefatura de Asesores del Gobernador,Jefatura de Asesores del Gobernador,Decreto 4/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/4/408221,,https://www.gba.gob.ar/jag,CUSA,Juan Pablo,Masculino,Decreto 560/2022,https://normas.gba.gob.ar/documentos/0Z6Rk4hq.pdf,01/05/2022
Subsecretaría de Análisis y Seguimiento Político Estratégico,Jefatura de Asesores del Gobernador,Jefatura de Asesores del Gobernador,Decreto 804/2021,https://normas.gba.gov.ar/documentos/084Om4UZ.html,21/09/2021,https://www.gba.gob.ar/jag/,FURLAN,Omar Edgardo,Masculino,Decreto 112 B/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/112b/407691,14/12/2023
Subsecretaría de Priorización y Seguimiento Económico y Productivo,Jefatura de Asesores del Gobernador,Jefatura de Asesores del Gobernador,Decreto 804/2021,https://normas.gba.gov.ar/documentos/084Om4UZ.html,21/09/2021,https://www.gba.gob.ar/jag/,BORDA,Daniela Ayelén,Femenino,Decreto 121/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/121/414323,01/01/2024
"Subsecretaría Técnica, Administrativa y Legal",Jefatura de Asesores del Gobernador,Jefatura de Asesores del Gobernador,Decreto 804/2021,https://normas.gba.gov.ar/documentos/084Om4UZ.html,21/09/2021,https://www.gba.gob.ar/jag/,PERALTA,María Andrea ,Femenino,Decreto 44 B/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/44b/406444,14/12/2023
Dirección Provincial de Comunicación Institucional,Jefatura de Asesores del Gobernador,Jefatura de Asesores del Gobernador,Decreto 804/2021,https://normas.gba.gov.ar/documentos/084Om4UZ.html,21/09/2021,https://www.gba.gob.ar/jag/,ALVAREZ OLAIZOLA,María del Pilar ,Femenino,Resolución 30/2024 de la Jefatura de Asesores del Gobernador,https://normas.gba.gob.ar/ar-b/resolucion/2024/30/419977,12/01/2024
SUBSECRETARÍA DE COORDINACIÓN DE LA GESTIÓN TERRITORIAL,Jefatura de Asesores del Gobernador,Jefatura de Asesores del Gobernador,Decreto 4/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/4/408221,,https://www.gba.gob.ar/jag, GOMEZ PARODI,Juan Miguel,Masculino,Decreto 122/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/122/414332,01/01/2024
Dirección de Relaciones con las Organizaciones de la Sociedad Civil,Jefatura de Asesores del Gobernador,Dirección Provincial de Relaciones con la Comunidad,Decreto 4/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/4/408221,,https://www.gba.gob.ar/jag,HEREDIA,María Cristina,Femenino,Resolución 31/2024 de la Jefatura de Asesores de Gobierno,https://normas.gba.gob.ar/ar-b/resolucion/2024/31/421160,01/01/2024
Dirección de Cultos,Jefatura de Asesores del Gobernador,Dirección Provincial de Relaciones con la Comunidad,Decreto 4/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/4/408221,,https://www.gba.gob.ar/jag,TORREIRO,Juan Ignacio,Masculino,Resolución 3549/2021 del Ministerio de Jefatura de Gabinete de Ministros,https://normas.gba.gov.ar/documentos/B1WqEyfz.pdf,01/07/2021
