unidad,jurisdiccion_nombre,responde_a,unidad_fundamento,unidad_fundamento_enlace,unidad_fundamento_publicacion,unidad_enlace,autoridad_apellido,autoridad_nombre,autoridad_genero,autoridad_fundamento,autoridad_fundamento_enlace,autoridad_fecha_inicio
Ministerio de Mujeres y Diversidad ,Ministerio de Mujeres y Diversidad ,Gobernación de la Provincia de Buenos Aires,Ley 15477,https://normas.gba.gob.ar/ar-b/ley/2023/15477/406431,29/12/2023,https://www.gba.gob.ar/mujeres,DIAZ,Estela Elvira,Femenino,Decreto 11 B/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/11b/403252,11/12/2019
"Subsecretaría Técnica, Administrativa y Legal",Ministerio de Mujeres y Diversidad ,Ministerio de Mujeres y Diversidad ,Decreto 5/2022,https://normas.gba.gov.ar/documentos/VJ9YEYSm.pdf,10/01/2022,https://www.gba.gob.ar/mujeres,CASTILLA,Mercedes ,Femenino,Decreto  32/2019 B,https://normas.gba.gob.ar/documentos/0YWbN9Iv.pdf,12/12/2019
Unidad de Coordinación de Políticas Transversales,Ministerio de Mujeres y Diversidad ,Ministerio de Mujeres y Diversidad ,Decreto 5/2022,https://normas.gba.gov.ar/documentos/VJ9YEYSm.pdf,10/01/2022,https://www.gba.gob.ar/mujeres,FERNANDEZ,Lidia Nelva,Femenino,"Resolución 53/2020 del Ministerio de las Mujeres, Políticas de de Géneros y Diversidad Sexual",https://normas.gba.gob.ar/documentos/04QJ84uN.pdf,11/12/2019
Dirección Provincial de Comunicación,Ministerio de Mujeres y Diversidad ,Ministerio de Mujeres y Diversidad ,Decreto 5/2022,https://normas.gba.gov.ar/documentos/VJ9YEYSm.pdf,10/01/2022,https://www.gba.gob.ar/mujeres,MIRANDA,Lucila Belén,Femenino,Resolución 53/2025 del Ministerio de Mujeres y Diversidad,https://normas.gba.gob.ar/ar-b/resolucion/2025/53/493224,01/02/2025
Subsecretaría de Políticas contra las Violencias por Razones de Género,Ministerio de Mujeres y Diversidad ,Ministerio de Mujeres y Diversidad ,Decreto 5/2022,https://normas.gba.gov.ar/documentos/VJ9YEYSm.pdf,10/01/2022,https://www.gba.gob.ar/mujeres,MALACALZA, Laurana ,Femenino,Decreto 116/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/116/414284,01/01/2024
Subsecretaría de Políticas de Género y Diversidad Sexual,Ministerio de Mujeres y Diversidad ,Ministerio de Mujeres y Diversidad ,Decreto 5/2022,https://normas.gba.gov.ar/documentos/VJ9YEYSm.pdf,10/01/2022,https://www.gba.gob.ar/mujeres,CARTABIA,Sabrina Ayelén,Femenino,Decreto 514/2026,https://normas.gba.gob.ar/ar-b/decreto/2026/514/586427,01/04/2026
Consejo de Políticas de Género Transversales en la Administración Pública,Ministerio de Mujeres y Diversidad ,Ministerio de Mujeres y Diversidad ,Decreto 5/2022,https://normas.gba.gov.ar/documentos/VJ9YEYSm.pdf,10/01/2022,https://www.gba.gob.ar/mujeres,,,,,,
Mesa Permanente de Articulación de Políticas de Género y Diversidad Sexual entre los poderes de Gobierno de la Provincia de Buenos Aires,Ministerio de Mujeres y Diversidad ,Ministerio de Mujeres y Diversidad ,Decreto 5/2022,https://normas.gba.gov.ar/documentos/VJ9YEYSm.pdf,10/01/2022,https://www.gba.gob.ar/mujeres,,,,,,
Consejo de Articulación de Políticas de Género y Diversidad Sexual con los Municipios,Ministerio de Mujeres y Diversidad ,Ministerio de Mujeres y Diversidad ,Decreto 5/2022,https://normas.gba.gov.ar/documentos/VJ9YEYSm.pdf,10/01/2022,https://www.gba.gob.ar/mujeres,,,,,,
Consejo Consultivo de Políticas de Género y Diversidad Sexual,Ministerio de Mujeres y Diversidad ,Ministerio de Mujeres y Diversidad ,Decreto 5/2022,https://normas.gba.gov.ar/documentos/VJ9YEYSm.pdf,10/01/2022,https://www.gba.gob.ar/mujeres,,,,,,
