unidad,jurisdiccion_nombre,responde_a,unidad_fundamento,unidad_fundamento_enlace,unidad_fundamento_publicacion,unidad_enlace,autoridad_apellido,autoridad_nombre,autoridad_genero,autoridad_fundamento,autoridad_fundamento_enlace,autoridad_fecha_inicio
DIRECCIÓN PROVINCIAL DEL REGISTRO DE LICITADORES,Ministerio de Infraestructura y Servicios Públicos,"Subsecretaría Técnica, Administrativa y Legal",Decreto 323/2022,https://normas.gba.gob.ar/documentos/VWq4y6tY.pdf,19/04/2022,https://www.gba.gob.ar/infraestructura,BOLETTA,Verónica Beatriz,Femenino,Resolución 98/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/98/413675,05/01/2023
Dirección Provincial de Tecnologías de la Información y Comunicaciones,Ministerio de Infraestructura y Servicios Públicos,"Subsecretaría Técnica, Administrativa y Legal",Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,GUTIERREZ,María José,Femenino,Resolución 227/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/227/420469,01/02/2024
Dirección Provincial de Programas y Proyectos Sectoriales y Especiales,Ministerio de Infraestructura y Servicios Públicos,"Subsecretaría Técnica, Administrativa y Legal",Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,CAMERON LAURLUND,Dagny,Femenino,Resolución 270/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/270/422464,08/01/2024
DIRECCIÓN PROVINCIAL DE INTEGRIDAD Y TRANSPARENCIA,Ministerio de Infraestructura y Servicios Públicos,"Subsecretaría Técnica, Administrativa y Legal",Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,TORRES,Natalia,Femenino,Resolución 781/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/781/442107,15/06/2024
Organismo de Control de la Energía Eléctrica de la Provincia de Buenos Aires (O.C.E.B.A),Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Energía,Decreto 2256/1997,https://normas.gba.gob.ar/documentos/VrELPiGB.pdf,07/08/1997,https://oceba.gba.gov.ar/nueva_web/,ROZENGARDT,Diego Leandro,Masculino,Decreto 303/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/303/424892,15/03/2024
Dirección Provincial de Energía,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Energía,Decreto 323/2022,https://normas.gba.gob.ar/documentos/VWq4y6tY.pdf,19/04/2022,https://www.gba.gob.ar/infraestructura, GARRIDO ,Marcelo Luis,Masculino,Resolución 133/2020 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/documentos/VwyDyJc5.pdf,01/02/2020
Dirección Provincial de Regulación,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Energía,Decreto 323/2022,https://normas.gba.gob.ar/documentos/VWq4y6tY.pdf,19/04/2022,https://www.gba.gob.ar/infraestructura,CINTI,Guillermina María Beatriz,Femenino,Resolución 133/2020 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/documentos/VwyDyJc5.pdf,12/12/2019
DIRECCIÓN PROVINCIAL DE POLÍTICA ENERGÉTICA Y TARIFARIA,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Energía,Decreto 323/2022,https://normas.gba.gob.ar/documentos/VWq4y6tY.pdf,19/04/2022,https://www.gba.gob.ar/infraestructura, SFEIR,María Alejandra,Femenino,Resolución 118/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/118/415291,01/02/2024
Dirección Provincial de Coordinación de la Gestión,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Planificación y Coordinación para el Desarrollo Territorial Sostenible,Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,VIGNOLA,Camila,Femenino,Resolución 150/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/150/415911,01/01/2024
Unidad de Coordinación y Ejecución de Proyectos de Obras (UCEPO),Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Planificación y Coordinación para el Desarrollo Territorial Sostenible,Decreto 36/2020,https://normas.gba.gov.ar/documentos/B3zE7ZU7.pdf,29/01/2020,https://www.gba.gob.ar/infraestructura,_____,_,Masculino,,,
Dirección Provincial de Planificación Estratégica,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Planificación y Coordinación para el Desarrollo Territorial Sostenible,Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura, GONZALEZ DURAN,Julián,Masculino,Resolución 142/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/142/415725,01/01/2024
Dirección Provincial de Preinversión,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Planificación y Coordinación para el Desarrollo Territorial Sostenible,Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,LARIVERA, María Cecilia ,Femenino,Resolución 100/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/100/414589,01/01/2023
Dirección Provincial de Articulación Territorial del Interior de la Provincia de Buenos Aires,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Planificación y Coordinación para el Desarrollo Territorial Sostenible,Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,BARONE,Ana,Femenino,Resolución 66/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/66/412538,01/01/2024
Dirección Provincial de Articulación Territorial de la Región Metropolitana de Buenos Aires,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Planificación y Coordinación para el Desarrollo Territorial Sostenible,Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,ROMANO,Valentina del Pilar,Femenino,Resolución 110/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/110/414810,01/01/2024
Dirección Provincial de Planificación y Gestión para el Desarrollo Sostenible,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Planificación y Coordinación para el Desarrollo Territorial Sostenible,Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,GUERRA,Débora Alejandra,Femenino,Resolución 115/2026 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2026/115/571515,01/02/2026
Dirección Provincial de Vinculación e Integración Regional,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Planificación y Coordinación para el Desarrollo Territorial Sostenible,Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,MINTEGUIA,Oscar Alberto,Masculino,Decreto 891/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/891/439644,23/04/2024
Unidad de Coordinación Técnica de Apoyo,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Planificación y Coordinación para el Desarrollo Territorial Sostenible,Decreto 3687/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/3687/487543,,https://www.gba.gob.ar/infraestructura,GARCIA MONTICELLI ,Fernanda,Femenino,Resolución 5/2026 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2026/5/558919,10/12/2025
Autoridad del Agua (Presidencia),Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Recursos Hídricos,Decreto 167/2018,https://normas.gba.gob.ar/documentos/0PMjqf7x.pdf,12/03/2018,http://www.ada.gba.gov.ar/,COSTAMAGNA,Damián Matías,Masculino,Decreto 167/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/167/417221,
Comité de Cuenca del Río Luján (COMILU),Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Recursos Hídricos,Ley 14710,https://normas.gba.gov.ar/documentos/BOaNKIk0.html,12/06/2015,https://www.gba.gob.ar/comilu,URDAMPILLETA,Alejandro,Masculino,Decreto 314/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/314/425194,01/03/2024
Comité de Cuenca del Río Reconquista (COMIREC),Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Recursos Hídricos,Ley 12653,https://normas.gba.gob.ar/ar-b/ley/2001/12653/4207,29/03/2001,https://www.gba.gob.ar/comirec,"_,_","_,_",Femenino,,,
Dirección de Monitoreo Hídrico,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Recursos Hídricos,Decreto 323/2022,https://normas.gba.gob.ar/documentos/VWq4y6tY.pdf,19/04/2022,https://www.gba.gob.ar/infraestructura,RAMIREZ RAMIREZ,Paula Andrea,Femenino,Resolución 472/2021 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2021/472/234555,01/02/2021
Dirección Provincial de Hidráulica,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Recursos Hídricos,Decreto 323/2022,https://normas.gba.gob.ar/documentos/VWq4y6tY.pdf,19/04/2022,https://www.gba.gob.ar/infraestructura,SEIANO,Flavio,Masculino,Resolución 165/2020 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/documentos/xpzPvGiP.pdf,01/01/2020
Dirección Provincial de Agua y Cloacas,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Recursos Hídricos,Decreto 323/2022,https://normas.gba.gob.ar/documentos/VWq4y6tY.pdf,19/04/2022,https://www.gba.gob.ar/infraestructura,AMBROSOLIO,Graciela Luisa,Femenino,Resolución 132/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/132/415534,01/01/2024
COMITÉ DE CUENCA DEL RÍO RECONQUISTA (COMIREC),Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Recursos Hídricos,Ley 12653,https://normas.gba.gob.ar/ar-b/ley/2001/12653/4207,29/03/2001,https://www.gba.gob.ar/comirec,LARRACHE,Daniel Guillermo,Masculino,Decreto 2641/2024,https://normas.gba.gov.ar/ar-b/decreto/2024/2641/469278,31/10/2024
DIRECCIÓN PROVINCIAL DE REGULACIÓN Y PLANIFICACIÓN TARIFARIA DEL SERVICIO PÚBLICO DE AGUA Y SANEAMIENTO,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Recursos Hídricos,Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,"",RUSSO,Emiliano,Masculino,Resolución 795/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/795/442619,01/06/2024
Comité de la Cuenca Hídrica Arroyo San Francisco - Las Piedras,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Recursos Hídricos,Ley 15486,https://normas.gba.gob.ar/ar-b/ley/2024/15486/432192,10/05/2024,"",LANZETTA,Máximo,Masculino,Decreto 251/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/251/496411,
Dirección Provincial de Infraestructura Municipal,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Obras Públicas,Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,RUEDA,Candelaria,Femenino,Resolución 96/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/96/414586,01/01/2024
Dirección Provincial de Coordinación y Seguimiento de Obras,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Obras Públicas,Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,GASPES SARMORIA,Naiara,Femenino,Resolución 138/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/138/415540,01/01/2024
Dirección Provincial de Arquitectura,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Obras Públicas,Decreto 323/2022,https://normas.gba.gob.ar/documentos/VWq4y6tY.pdf,19/04/2022,https://www.gba.gob.ar/infraestructura,VANRELL CERRUTI,Tomás Eugenio,Masculino,Resolución 147/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/147/415901,01/01/2024
Unidad de Coordinación del Marco Económico y Regulatorio de Obras y Servicios Públicos,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Obras Públicas,Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,MARTIN,Diego Edgardo,Masculino,Resolución 353/2025 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2025/353/512154,01/04/2025
Dirección de Vialidad,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Obras Públicas,Decreto 3501/1994,http://www.gob.gba.gov.ar/legislacion/legislacion/94-3501.html,06/12/1994,http://www.vialidad.gba.gov.ar/,CAGGIANO,Roberto Nicolás,Masculino,Decreto 194/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/194/418531,27/02/2022
DIRECCIÓN PROVINCIAL DE INFRAESTRUCTURA SOCIAL,Ministerio de Infraestructura y Servicios Públicos,Subsecretaría de Obras Públicas,Decreto 323/2022,https://normas.gba.gob.ar/documentos/VWq4y6tY.pdf,19/04/2022,https://www.gba.gob.ar/infraestructura,CONTRERAS ,Mercedes,Femenino,Resolución 707/2025 del Ministerio de Infraestructura y Servicios Públicos (MIYSP),https://normas.gba.gob.ar/ar-b/resolucion/2025/707/523546,01/05/2025
DIRECCIÓN DE IGUALDAD DE OPORTUNIDADES EN LA INFRAESTRUCTURA Y SERVICIOS PÚBLICOS,Ministerio de Infraestructura y Servicios Públicos,Dirección Provincial de Género y Diversidad en Infraestructura y Servicios Públicos,Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,"",MORAGAS,Florencia,Femenino,Resolución 251/2025 del Ministerio de Infraestructura y Servicios Públicos (MIYSP),https://normas.gba.gob.ar/ar-b/resolucion/2025/251/505901,01/03/2025
DIRECCIÓN DE FORTALECIMIENTO DE LA PERSPECTIVA DE GÉNERO Y DIVERSIDAD,Ministerio de Infraestructura y Servicios Públicos,Dirección Provincial de Género y Diversidad en Infraestructura y Servicios Públicos,Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,CARDOZO,María Laura,Femenino,Resolución 930/2025 del Ministerio de Infraestructura y Servicios Públicos (MIYSP),https://normas.gba.gob.ar/ar-b/resolucion/2025/930/538378,01/09/2025
DIRECCIÓN DE PRENSA,Ministerio de Infraestructura y Servicios Públicos,"Dirección Provincial de Comunicación, Prensa y Ceremonial",Decreto 323/2022,https://normas.gba.gob.ar/documentos/VWq4y6tY.pdf,19/04/2022,https://www.gba.gob.ar/infraestructura,MORO,Luciano Ángel,Masculino,Resolución 778/2022 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/documentos/0XRJpQHd.pdf,01/05/2022
Dirección de Comunicación,Ministerio de Infraestructura y Servicios Públicos,"Dirección Provincial de Comunicación, Prensa y Ceremonial",Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,GALIANI,Antonela ,Femenino,Resolución 85/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/85/413978,01/01/2024
DIRECCIÓN DE CEREMONIAL,Ministerio de Infraestructura y Servicios Públicos,"Dirección Provincial de Comunicación, Prensa y Ceremonial",Decreto 323/2022,https://normas.gba.gob.ar/documentos/VWq4y6tY.pdf,19/04/2022,https://www.gba.gob.ar/infraestructura,DIAZ,Andrea Verónica ,Femenino,Resolución 63/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/63/412535,18/12/2023
Dirección de Relaciones y Fortalecimiento Institucional,Ministerio de Infraestructura y Servicios Públicos,Dirección Provincial de Relaciones Institucionales y Desarrollo Territorial,Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,LAVINTMAN,Jazmín,Femenino,Resolución 251/2025 del Ministerio de Infraestructura y Servicios Públicos (MIYSP),https://normas.gba.gob.ar/ar-b/resolucion/2025/251/505901,01/03/2025
Dirección de Desarrollo Territorial de Políticas Transversales,Ministerio de Infraestructura y Servicios Públicos,Dirección Provincial de Relaciones Institucionales y Desarrollo Territorial,Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,MARTURANO,Melisa Nerina,Femenino,Resolución 164/2025 del Ministerio de Infraestructura y Servicios Públicos (MIYSP),https://normas.gba.gob.ar/ar-b/resolucion/2025/164/503156,01/03/2025
REPRESENTANTE I (PROMEI),Ministerio de Infraestructura y Servicios Públicos,Consejo de Administración del Fondo Fiduciario Programa de Mejora de Infraestructura (PROMEI),Ley 14393,https://normas.gba.gob.ar/ar-b/ley/2012/14393/11444,19/11/2012,https://www.gba.gob.ar/infraestructura,MANGANESE,Silvia,Femenino,Resolución 743/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/743/440293,18/06/2024
REPRESENTANTE II (PROMEI),Ministerio de Infraestructura y Servicios Públicos,Consejo de Administración del Fondo Fiduciario Programa de Mejora de Infraestructura (PROMEI),Ley 14393,https://normas.gba.gob.ar/ar-b/ley/2012/14393/11444,19/11/2012,https://www.gba.gob.ar/infraestructura,FALCON,Esteban Javier,Masculino,Resolución 864/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/864/446382,01/07/2024
Dirección de Contabilidad,Ministerio de Infraestructura y Servicios Públicos,Dirección General de Administración,Decreto 323/2022,https://normas.gba.gob.ar/documentos/VWq4y6tY.pdf,19/04/2022,https://www.gba.gob.ar/infraestructura,MARTIARENA,Carolina Edith,Femenino,Resolución 1726/2021 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gov.ar/documentos/Bj6N7Ltw.pdf,01/10/2021
Dirección de Presupuesto,Ministerio de Infraestructura y Servicios Públicos,Dirección General de Administración,Decreto 323/2022,https://normas.gba.gob.ar/documentos/VWq4y6tY.pdf,19/04/2022,https://www.gba.gob.ar/infraestructura,LUCERO,Enzo Hernán,Masculino,Resolución 314/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/314/424350,01/03/2024
Dirección Delegada de la Dirección Provincial de Personal,Ministerio de Infraestructura y Servicios Públicos,Dirección General de Administración,Decreto 323/2022,https://normas.gba.gob.ar/documentos/VWq4y6tY.pdf,19/04/2022,https://www.gba.gob.ar/infraestructura,LUCERO,María Laura,Femenino,Resolución 40/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/40/411198,01/01/2024
Dirección de Patrimonio y Gestión de Bienes,Ministerio de Infraestructura y Servicios Públicos,Dirección General de Administración,Decreto 393/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/393/429789,26/04/2024,https://www.gba.gob.ar/infraestructura,SANCHEZ,Valeria Mónica,Femenino,"Resolución 924/2024 del Ministerio de Producción, Ciencia e Innovación Tecnólogica",https://normas.gba.gob.ar/ar-b/resolucion/2024/924/450459,01/06/2024
Dirección de Compras y Contrataciones de Bienes y Servicios,Ministerio de Infraestructura y Servicios Públicos,Dirección Provincial de Compras y Contrataciones,Decreto 323/2022,https://normas.gba.gob.ar/documentos/VWq4y6tY.pdf,19/04/2022,https://www.gba.gob.ar/infraestructura,FRANGOLINI EVERS, Florencia Inés,Femenino,Resolución 89/2024 del Ministerio de Infraestructura y Servicios Públicos,https://normas.gba.gob.ar/ar-b/resolucion/2024/89/414008,03/01/2024
