unidad,jurisdiccion_nombre,responde_a,unidad_fundamento,unidad_fundamento_enlace,unidad_fundamento_publicacion,unidad_enlace,autoridad_apellido,autoridad_nombre,autoridad_genero,autoridad_fundamento,autoridad_fundamento_enlace,autoridad_fecha_inicio
Ministerio de Ambiente,Ministerio de Ambiente,Gobernación de la Provincia de Buenos Aires,Ley 15477,https://normas.gba.gob.ar/ar-b/ley/2023/15477/406431,29/12/2023,https://www.ambiente.gba.gob.ar/,VILAR,Daniela Marina,Femenino,Decreto 3 B/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/3b/403241,29/12/2021
Organismo Provincial para el Desarrollo Sostenible,Ministerio de Ambiente,Ministerio de Ambiente,Ley 15309,https://normas.gba.gov.ar/documentos/0Z6pzYFE.html,29/12/2021,http://www.opds.gba.gov.ar/,_____,_,Masculino,,,
"Subsecretaría Técnica, Administrativa y Legal",Ministerio de Ambiente,Ministerio de Ambiente,Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,"",_____,_,Masculino,,,
"DIRECCIÓN PROVINCIAL DE COMUNICACIÓN INSTITUCIONAL, PRENSA Y CEREMONIAL",Ministerio de Ambiente,Ministerio de Ambiente,Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,https://www.ambiente.gba.gob.ar/,LOVISOLO,inés ,Femenino,Resolución 33/2022 del Ministerio de Ambiente,https://normas.gba.gob.ar/ar-b/resolucion/2022/33/280960,10/01/2022
UNIDAD DE COORDINACIÓN MUNICIPAL Y SEGUIMIENTO DE LA GESTIÓN,Ministerio de Ambiente,Ministerio de Ambiente,Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,https://www.ambiente.gba.gob.ar/,_____,_,Masculino,,,
UNIDAD DE CONSEJOS REGIONALES,Ministerio de Ambiente,Ministerio de Ambiente,Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,https://www.ambiente.gba.gob.ar/,MARTIN,María Julieta,Femenino,Resolución 51/2022 del Ministerio de Ambiente,https://normas.gba.gob.ar/documentos/xDqejdsK.pdf,03/01/2022
UNIDAD DE COOPERACIÓN Y FINANCIAMIENTO INTERNACIONAL,Ministerio de Ambiente,Ministerio de Ambiente,Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,https://www.ambiente.gba.gob.ar/,MORAGAS,Nadia,Femenino,Resolución 79/2022 del Ministerio de Ambiente,https://normas.gba.gob.ar/documentos/021LrQfr.pdf,16/03/2022
"SUBSECRETARÍA TÉCNICA, ADMINISTRATIVA Y LEGAL",Ministerio de Ambiente,Ministerio de Ambiente,Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,https://www.ambiente.gba.gob.ar/,BUPO,Santiago,Masculino,Decreto 20/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/20/408377,01/01/2024
SUBSECRETARÍA DE RESIDUOS SÓLIDOS URBANOS Y ECONOMÍA CIRCULAR,Ministerio de Ambiente,Ministerio de Ambiente,Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,https://www.ambiente.gba.gob.ar/,FLORES,Jacquelina Andrea,Femenino,Decreto 250/2022,https://normas.gba.gob.ar/documentos/0Z6NqNhq.pdf,03/01/2022
SUBSECRETARÍA DE POLÍTICA AMBIENTAL,Ministerio de Ambiente,Ministerio de Ambiente,Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,https://www.ambiente.gba.gob.ar/,BASTEIRO,Tamara,Femenino,Decreto 288/2022,https://normas.gba.gob.ar/documentos/BgZjkLI3.pdf,01/02/2022
SUBSECRETARÍA DE CONTROL Y FISCALIZACIÓN AMBIENTAL,Ministerio de Ambiente,Ministerio de Ambiente,Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,https://www.ambiente.gba.gob.ar/,COUYOUPETROU ,Luis Mario,Masculino,Decreto 199/2022,https://normas.gba.gob.ar/ar-b/decreto/2022/199/281375,03/01/2022
Subsecretaría de Planificación Ambiental y Desarrollo Sostenible,Ministerio de Jefatura de Gabinete de Ministros,Organismo Provincial para el Desarrollo Sostenible,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,http://www.opds.gba.gov.ar/,_____,_,Masculino,,,
Subsecretaría de Fiscalización y Evaluación Ambiental,Ministerio de Jefatura de Gabinete de Ministros,Organismo Provincial para el Desarrollo Sostenible,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,http://www.opds.gba.gov.ar/,_____,_,Masculino,,,
"Dirección Provincial de Comunicación, Prensa y Relaciones Institucionales",Ministerio de Jefatura de Gabinete de Ministros,Organismo Provincial para el Desarrollo Sostenible,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,http://www.opds.gba.gov.ar/,_____,_,Masculino,,,
"Dirección Provincial de Gestión Jurídica, Faltas y Contenciosos",Ministerio de Jefatura de Gabinete de Ministros,"Subsecretaría Técnica, Administrativa y Legal",Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,http://www.opds.gba.gov.ar/,GOMEZ,Mariana,Femenino,Decreto 795/2021,https://normas.gba.gov.ar/documentos/xDqZAQCK.pdf,14/07/2021
Dirección General de Administración,Ministerio de Ambiente,"Subsecretaría Técnica, Administrativa y Legal",Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,http://www.opds.gba.gov.ar/,_____,_,Masculino,,,
DIRECCIÓN DE COMUNICACIÓN INSTITUCIONAL,Ministerio de Ambiente,"DIRECCIÓN PROVINCIAL DE COMUNICACIÓN INSTITUCIONAL, PRENSA Y CEREMONIAL",Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,https://www.ambiente.gba.gob.ar/,ESPOSITO,Martina,Femenino,Resolución 27/2024 del Ministerio de Ambiente,https://normas.gba.gob.ar/ar-b/resolucion/2024/27/443285,01/11/2023
DIRECCIÓN DE IMAGEN Y DISEÑO,Ministerio de Ambiente,"DIRECCIÓN PROVINCIAL DE COMUNICACIÓN INSTITUCIONAL, PRENSA Y CEREMONIAL",Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,https://www.ambiente.gba.gob.ar/,TORRETTA,Antonela Soledad,Femenino,Resolución 45/2022 del Ministerio de Ambiente,https://normas.gba.gob.ar/documentos/04Xe8otN.pdf,01/02/2022
DIRECCIÓN GENERAL DE ADMINISTRACIÓN (MA),Ministerio de Ambiente,"SUBSECRETARÍA TÉCNICA, ADMINISTRATIVA Y LEGAL",Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,https://www.ambiente.gba.gob.ar/,MC GUIRE,Patricio,Masculino,Resolución 36/2024 del Ministerio de Ambiente,https://normas.gba.gob.ar/ar-b/resolucion/2024/36/443287,01/02/2024
DIRECCIÓN PROVINCIAL DE ASUNTOS JURÍDICOS,Ministerio de Ambiente,"SUBSECRETARÍA TÉCNICA, ADMINISTRATIVA Y LEGAL",Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,https://www.ambiente.gba.gob.ar/,BALCONE,Eliana Candela ,Femenino,Resolución 59/2026 del Ministerio de Ambiente,https://normas.gba.gob.ar/ar-b/resolucion/2026/59/578682,18/03/2026
DIRECCIÓN PROVINCIAL DE PLANIFICACIÓN E INVESTIGACIÓN,Ministerio de Ambiente,SUBSECRETARÍA DE RESIDUOS SÓLIDOS URBANOS Y ECONOMÍA CIRCULAR,Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,https://www.ambiente.gba.gob.ar/,PROCOPIO,Pedro Salvador,Masculino,Resolución 92/2026 del Ministerio de Ambiente,https://normas.gba.gob.ar/ar-b/resolucion/2026/92/589769,01/04/2026
DIRECCIÓN PROVINCIAL DE RESIDUOS SÓLIDOS URBANOS,Ministerio de Ambiente,SUBSECRETARÍA DE RESIDUOS SÓLIDOS URBANOS Y ECONOMÍA CIRCULAR,Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,https://www.ambiente.gba.gob.ar/,TOMBESI,Lautaro Ángel,Masculino,Resolución 61/2022 del Ministerio de Ambiente,https://normas.gba.gob.ar/documentos/x6v9EzSY.pdf,01/03/2022
DIRECCIÓN PROVINCIAL DE ECONOMÍA CIRCULAR,Ministerio de Ambiente,SUBSECRETARÍA DE RESIDUOS SÓLIDOS URBANOS Y ECONOMÍA CIRCULAR,Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,https://www.ambiente.gba.gob.ar/,SARANDON,Faustina,Femenino,Resolución 49/2022 del Ministerio de Ambiente,https://normas.gba.gob.ar/documentos/B1e91lfz.pdf,09/03/2022
DIRECCIÓN PROVINCIAL DE ORDENAMIENTO AMBIENTAL DEL TERRITORIO Y BIENES COMUNES,Ministerio de Ambiente,SUBSECRETARÍA DE POLÍTICA AMBIENTAL,Decreto 89/2022,https://normas.gba.gob.ar/documentos/0nJzAeur.pdf,03/02/2022,https://www.ambiente.gba.gob.ar/,TERNY,Gabriel Maximiliano,Masculino,Resolución 41/2022 del Ministerio de Ambiente,https://normas.gba.gob.ar/ar-b/resolucion/2022/41/414136,03/01/2022
