unidad,jurisdiccion_nombre,responde_a,unidad_fundamento,unidad_fundamento_enlace,unidad_fundamento_publicacion,unidad_enlace,autoridad_apellido,autoridad_nombre,autoridad_genero,autoridad_fundamento,autoridad_fundamento_enlace,autoridad_fecha_inicio
DIRECCIÓN GENERAL DE ADMINISTRACIÓN,Ministerio de Desarrollo Agrario,"Subsecretaría Técnica, Administrativa y Legal",DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,CORDOBA,Fabrizio Marcelo Jesús,Masculino,Resolución 216/2025 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2025/216/519482,12/05/2025
Dirección de Desarrollo y Mantenimiento de Software,Ministerio de Desarrollo Agrario,"Subsecretaría Técnica, Administrativa y Legal",Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,AMENEIRO,Leila Soledad,Femenino,Resolución 247/2026 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2026/247/608825,17/06/2026
DIRECCION DE INFRAESTRUCTURA Y SERVICIOS INFORMATICOS,Ministerio de Desarrollo Agrario,"Subsecretaría Técnica, Administrativa y Legal",Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,MARTINEZ,Gustavo César,Femenino,Resolución 189/2025 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2025/189/514991,01/05/2025
DIRECCIÓN PROVINCIAL DE AGRICULTURA,Ministerio de Desarrollo Agrario, SUBSECRETARÍA DE AGRICULTURA GANADERÍA Y PESCA,DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,PINEDO,Mariano,Masculino,Resolución 162/2024 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2024/162/433748,01/03/2024
DIRECCIÓN DE COOPERATIVAS AGROPECUARIAS,Ministerio de Desarrollo Agrario, SUBSECRETARÍA DE AGRICULTURA GANADERÍA Y PESCA,DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,BENTO,Nicolás Agustín,Masculino,Resolución 49/2020 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/documentos/Bl7PzvuY.pdf,01/03/2020
DIRECCIÓN PROVINCIAL DE GANADERÍA,Ministerio de Desarrollo Agrario, SUBSECRETARÍA DE AGRICULTURA GANADERÍA Y PESCA,DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,TROTTA,Héctor Claudio,Masculino,Resolución 77/2022 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/documentos/BLqZlmcM.pdf,14/02/2022
DIRECCIÓN PROVINCIAL DE PESCA,Ministerio de Desarrollo Agrario, SUBSECRETARÍA DE AGRICULTURA GANADERÍA Y PESCA,DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,NICOLOSI,Matías,Masculino,Resolución 30/2020 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/documentos/05pA4LIj.pdf,28/01/2020
Dirección Provincial de Innovación y Vinculación Tecnológica,Ministerio de Desarrollo Agrario, SUBSECRETARÍA DE DESARROLLO AGRARIO Y CALIDAD AGROALIMENTARIA,Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,CUCCIUFO,Emiliano Ignacio,Masculino,Resolución 176/2022 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/documentos/0Z6RbNcq.pdf,12/04/2022
DIRECCIÓN PROVINCIAL DE AGRICULTURA FAMILIAR Y DESARROLLO RURAL,Ministerio de Desarrollo Agrario, SUBSECRETARÍA DE DESARROLLO AGRARIO Y CALIDAD AGROALIMENTARIA,DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,WAINER,Ezequiel,Masculino,Resolución 103/2020 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/documentos/0vvZQkhz.pdf,23/07/2020
"DIRECCIÓN PROVINCIAL DE FISCALIZACIÓN AGROPECUARIA, ALIMENTARIA Y DE LOS RECURSOS NATURALES",Ministerio de Desarrollo Agrario, SUBSECRETARÍA DE DESARROLLO AGRARIO Y CALIDAD AGROALIMENTARIA,DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,DE SOUSA,Marina Lourdes de la Paz,Masculino,Resolución 61/2024 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2024/61/422208,18/12/2023
Dirección Provincial de Alimentos y Mercados Agroalimentarios,Ministerio de Desarrollo Agrario, SUBSECRETARÍA DE DESARROLLO AGRARIO Y CALIDAD AGROALIMENTARIA,Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,CERNADAS, Javier,Masculino,Resolución 248/2025 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2025/248/522872,18/04/2025
Dirección de logística e infraestructura en conectividad rural,Ministerio de Desarrollo Agrario,"Dirección Provincial de Logística, Infraestructura en Conectividad y Trabajo Rural",Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario, MARTINEZ REYES,Facundo Javier,Masculino,Resolución 208/2025 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2025/208/518573,21/04/2025
"Dirección de Trabajadores/as, Juventudes y Mujeres Rurales",Ministerio de Desarrollo Agrario,"Dirección Provincial de Logística, Infraestructura en Conectividad y Trabajo Rural",Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,SALVAREZZA,Roberto Fabián,Masculino,Resolución 240/2025 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2025/240/522180,17/03/2025
Área Servicio de Equipos,Ministerio de Desarrollo Agrario,GERENCIA TÉCNICA,decreto 213/1977,https://normas.gba.gob.ar/ar-b/decreto/1977/213/239610,,https://corfo.gob.ar/,AGUIRRE,Nadia Soledad ,Femenino,Resolución 45/2024 del Corporacion de Fomento Río Colorado (CORFO),https://normas.gba.gob.ar/ar-b/resolucion/2024/45/453040,01/01/2024
Intendencias de Riego,Ministerio de Desarrollo Agrario,GERENCIA TÉCNICA,Decreto 213/1977,https://normas.gba.gob.ar/ar-b/decreto/1977/213/239610,,https://corfo.gob.ar/,,,,,,
Producción Agropecuaria,Ministerio de Desarrollo Agrario,GERENCIA TÉCNICA,Decreto 213/1977,https://normas.gba.gob.ar/ar-b/decreto/1977/213/239610,,https://corfo.gob.ar/, DOTTA,Juan Carlos,Masculino,Resolución 110/2024 del Corporacion de Fomento Río Colorado (CORFO),https://normas.gba.gob.ar/ar-b/resolucion/2024/110/480509,01/11/2024
Suelos,Ministerio de Desarrollo Agrario,GERENCIA TÉCNICA,Decreto 213/1977,https://normas.gba.gob.ar/ar-b/decreto/1977/213/239610,,https://corfo.gob.ar/,,,,,,
Industrias,Ministerio de Desarrollo Agrario,GERENCIA TÉCNICA,Decreto 213/1977,https://normas.gba.gob.ar/ar-b/decreto/1977/213/239610,,https://corfo.gob.ar/,,,,,,
Obras,Ministerio de Desarrollo Agrario,GERENCIA TÉCNICA,Decreto 213/1977,https://normas.gba.gob.ar/ar-b/decreto/1977/213/239610,,https://corfo.gob.ar/,,,,,,
Estudios y Proyectos,Ministerio de Desarrollo Agrario,GERENCIA TÉCNICA,Decreto 213/1977,https://normas.gba.gob.ar/ar-b/decreto/1977/213/239610,,https://corfo.gob.ar/,,,,,,
Área Administrativa,Ministerio de Desarrollo Agrario,GERENCIA ADMINISTRATIVA,Decreto 213/1977,https://normas.gba.gob.ar/ar-b/decreto/1977/213/239610,,https://corfo.gob.ar/,,,,,,
Área Créditos,Ministerio de Desarrollo Agrario,GERENCIA ADMINISTRATIVA,Decreto 213/1977,https://normas.gba.gob.ar/ar-b/decreto/1977/213/239610,,https://corfo.gob.ar/,,,,,,
Dirección de Contabilidad y Presupuesto,Ministerio de Desarrollo Agrario,DIRECCIÓN GENERAL DE ADMINISTRACIÓN,Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,BOLLA,María Soledad,Femenino,Resolución 415/2024 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2024/415/461499,01/11/2025
DIRECCIÓN DE SERVICIOS TÉCNICO-ADMINISTRATIVOS,Ministerio de Desarrollo Agrario,DIRECCIÓN GENERAL DE ADMINISTRACIÓN,DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,ACOSTA,Ramiro Sebastián,Masculino,Resolución 238/2025 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2025/238/521636,19/05/2025
Dirección Delegada de la Dirección Provincial de Personal,Ministerio de Desarrollo Agrario,DIRECCIÓN GENERAL DE ADMINISTRACIÓN,DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,CUNEO,Verónica,Femenino,,,
Dirección de Compras y Contrataciones,Ministerio de Desarrollo Agrario,DIRECCIÓN GENERAL DE ADMINISTRACIÓN,Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,MONTICELLI,Jano,Masculino,Resolución 205/2025 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2025/205/518570,14/05/2025
DIRECCIÓN DE CEREALES Y OLEAGINOSAS,Ministerio de Desarrollo Agrario,DIRECCIÓN PROVINCIAL DE AGRICULTURA,DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,CAMPOMANE,Ramón Alberto,Masculino,Resolución 312/2025 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2025/312/525657,22/05/2025
Dirección de Fruti-horticultura y Floricultura,Ministerio de Desarrollo Agrario,DIRECCIÓN PROVINCIAL DE AGRICULTURA,Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,VALGIUSTI, Renata Paula,Femenino,Resolución 51/2020 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/documentos/0P36QDi7.pdf,21/01/2020
Dirección de Bosques y Forestación,Ministerio de Desarrollo Agrario,DIRECCIÓN PROVINCIAL DE AGRICULTURA,Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,ALONSO,Demián Aníbal Javier,Masculino,Resolución 176/2022 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/documentos/0Z6RbNcq.pdf,12/04/2022
Dirección de Producciones Ganaderas,Ministerio de Desarrollo Agrario,DIRECCIÓN PROVINCIAL DE GANADERÍA,Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,PEREZ VISNUK,Marcos Ariel,Masculino,Resolución 53/2020 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/documentos/BLmYovfM.pdf,01/03/2020
DIRECCIÓN DE LECHERÍA,Ministerio de Desarrollo Agrario,DIRECCIÓN PROVINCIAL DE GANADERÍA,DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,LLANO,Agustina,Femenino,Resolución 312/2022 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/documentos/0nJnKDhr.pdf,01/07/2022
DIRECCIÓN APÍCOLA,Ministerio de Desarrollo Agrario,DIRECCIÓN PROVINCIAL DE GANADERÍA,DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,GUARDIA LOPEZ,Ariel Rodrigo,Masculino,,,
UNIDAD DE INFRAESTRUCTURA GANADERA AGROALIMENTARIA,Ministerio de Desarrollo Agrario,DIRECCIÓN PROVINCIAL DE GANADERÍA,Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,NEGRO,Juan Pablo,Masculino,Resolución 245/2025 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2025/245/522856,18/03/2025
DIRECCIÓN DE ACTIVIDADES PESQUERAS Y ACUICULTURA,Ministerio de Desarrollo Agrario,DIRECCIÓN PROVINCIAL DE PESCA,DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,ANTON ,Gustavo,Masculino,RESOLUCIÓN 58/2021 DEL MINISTERIO DE DESARROLLO AGRARIO,https://normas.gba.gob.ar/documentos/xAmjr3hR.pdf,20/01/2021
DIRECCIÓN DE CONTROL Y FISCALIZACIÓN PESQUERA,Ministerio de Desarrollo Agrario,DIRECCIÓN PROVINCIAL DE PESCA,DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,GONZALEZ,Bernardo,Masculino,Resolución 95/2020 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/documentos/Bl7D6mFY.pdf,04/05/2020
Dirección de Innovación Productiva y Extensión,Ministerio de Desarrollo Agrario,Dirección Provincial de Innovación y Vinculación Tecnológica,Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,ZARATE,Ana Yanina,Femenino,Resolución 363/2024 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2024/363/454065,01/08/2024
" Dirección de Sustentabilidad, Riesgos y Emergencias",Ministerio de Desarrollo Agrario,Dirección Provincial de Innovación y Vinculación Tecnológica,Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario, JARAS,Fabián Alejandro,Masculino,Resolución 57/2024 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2024/57/420083,01/02/2024
Dirección de Producción para la Agricultura Familiar,Ministerio de Desarrollo Agrario,DIRECCIÓN PROVINCIAL DE AGRICULTURA FAMILIAR Y DESARROLLO RURAL,Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,AMADOR VELASQUEZ,Juan,Masculino,Resolución 24/2020 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/documentos/ByzPvPCl.pdf,01/02/2020
Dirección de Fortalecimiento Organizacional y Asistencia a la Producción,Ministerio de Desarrollo Agrario,DIRECCIÓN PROVINCIAL DE AGRICULTURA FAMILIAR Y DESARROLLO RURAL,Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,YANAJE,Elsa Alicia,Femenino,Resolución 238/2024 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2024/238/443242,25/03/2024
 DIRECCIÓN DE INNOVACIÓN TECNOLÓGICA PARA LA AGRICULTURA FAMILIAR,Ministerio de Desarrollo Agrario,DIRECCIÓN PROVINCIAL DE AGRICULTURA FAMILIAR Y DESARROLLO RURAL,DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,ARECHAGA,Santiago,Masculino,Resolución 37/2020 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/documentos/0X8JEQtd.pdf,01/02/2020
DIRECCIÓN DE INSTRUCCIÓN SUMARIAL,Ministerio de Desarrollo Agrario,"DIRECCIÓN PROVINCIAL DE FISCALIZACIÓN AGROPECUARIA, ALIMENTARIA Y DE LOS RECURSOS NATURALES",DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,GIORNO,Carla Natalia,Femenino,Resolución 88/2024 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2024/88/424106,19/02/2024
DIRECCIÓN DE AUDITORIA AGROALIMENTARIA,Ministerio de Desarrollo Agrario,"DIRECCIÓN PROVINCIAL DE FISCALIZACIÓN AGROPECUARIA, ALIMENTARIA Y DE LOS RECURSOS NATURALES",DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,COTTER ,Guillermo,Masculino,Resolución 439/2023 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2023/439/378190,26/06/2023
Dirección de Control y Sanidad Vegetal,Ministerio de Desarrollo Agrario,"DIRECCIÓN PROVINCIAL DE FISCALIZACIÓN AGROPECUARIA, ALIMENTARIA Y DE LOS RECURSOS NATURALES",Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,CAAMANO ,Adolfo Antonio,Femenino,Resolución 312/2025 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2025/312/525657,22/05/2025
DIRECCIÓN DE FLORA Y FAUNA,Ministerio de Desarrollo Agrario,"DIRECCIÓN PROVINCIAL DE FISCALIZACIÓN AGROPECUARIA, ALIMENTARIA Y DE LOS RECURSOS NATURALES",DECRETO 75/2020,https://normas.gba.gob.ar/documentos/xk2N1pUA.html,14/02/2020,https://www.gba.gob.ar/desarrollo_agrario,GAZOVIC,Agueda Mariela,Femenino,Resolución 81/2025 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2025/81/495178,09/02/2025
Dirección de Estadísticas y Estudios Agroalimentarios,Ministerio de Desarrollo Agrario,Dirección Provincial de Alimentos y Mercados Agroalimentarios,Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,PALMIERI PASO,Pilar,Femenino,Resolución 147/2024 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2024/147/432353,03/04/2024
DIRECCIÓN DE INDUSTRIAS Y PRODUCTOS ALIMENTICIOS,Ministerio de Desarrollo Agrario,Dirección Provincial de Alimentos y Mercados Agroalimentarios,Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,ONTIVEROS,Valeria Silvina,Femenino,Resolución 29/2020 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/documentos/xk2g3jcR.pdf,01/01/2020
DIRECCIÓN DE RELACIONES INTERNACIONALES,Ministerio de Desarrollo Agrario,Dirección Provincial de Alimentos y Mercados Agroalimentarios,Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario,LLABRES,Cecilia Julia,Femenino,Resolución 50/2020 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/documentos/B1WARlIz.pdf,02/03/2020
Dirección de Comercialización Agroalimentaria,Ministerio de Desarrollo Agrario,Dirección Provincial de Alimentos y Mercados Agroalimentarios,Decreto 312/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/312/497787,,https://www.gba.gob.ar/desarrollo_agrario, GUERIN,Malena,Femenino,Resolución 257/2025 del Ministerio de Desarrollo Agrario,https://normas.gba.gob.ar/ar-b/resolucion/2025/257/522886,18/03/2025
Intendencia de Riego de Pedro Luro,Ministerio de Desarrollo Agrario,Intendencias de Riego,decreto 213/1977,https://normas.gba.gob.ar/ar-b/decreto/1977/213/239610,,https://corfo.gob.ar,HERRERO ,Fernando Daniel ,Masculino,decreto 761/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/761/362105,01/01/2023
Intendencia de riego de Villalonga,Ministerio de Desarrollo Agrario,Intendencias de Riego,Decreto 213/1977,https://normas.gba.gob.ar/ar-b/decreto/1977/213/239610,,https://corfo.gob.ar/,PERCAZ,Juan Ignacio Lorenzo,Masculino,Resolución 110/2024 del Corporacion de Fomento Río Colorado (CORFO),https://normas.gba.gob.ar/ar-b/resolucion/2024/110/480509,01/11/2024
Intendencia de riego de Mayor Buratovich,Ministerio de Desarrollo Agrario,Intendencias de Riego,Decreto 213/1977,https://normas.gba.gob.ar/ar-b/decreto/1977/213/239610,,https://corfo.gob.ar/,,,,,,
