unidad,jurisdiccion_nombre,responde_a,unidad_fundamento,unidad_fundamento_enlace,unidad_fundamento_publicacion,unidad_enlace,autoridad_apellido,autoridad_nombre,autoridad_genero,autoridad_fundamento,autoridad_fundamento_enlace,autoridad_fecha_inicio
DIRECCIÓN PROVINCIAL DE COORDINACIÓN GENERAL DE PROYECTOS ESPECIALES,Ministerio de Salud,"Subsecretaría Técnica, Administrativa y Legal",Decreto 1181/2022,https://normas.gba.gob.ar/documentos/Be4oLjIj.pdf,22/09/2022,https://www.gba.gob.ar/saludprovincia,ANLLO,Fabián Marcelo,Masculino,Resolución 4523/2025 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2025/4523/528200,01/06/2025
Dirección Provincial de Salud Mental y Consumos Problemáticos,Ministerio de Salud,"Subsecretaría de Salud Mental, Consumos Problemáticos y Violencias en el Ámbito de la Salud",Decreto 413/2020,https://normas.gba.gob.ar/documentos/0zvP6bfX.pdf,21/05/2020,https://www.gba.gob.ar/saludprovincia,REY,Mariano Gustavo,Masculino,Resolución 181/2020 del Ministerio de Salud,https://normas.gba.gob.ar/documentos/0X8J5psd.pdf,11/12/2019
Dirección Provincial de Políticas Sanitarias de Cuidado para la Erradicación de las Violencias,Ministerio de Salud,"Subsecretaría de Salud Mental, Consumos Problemáticos y Violencias en el Ámbito de la Salud",Decreto 181/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/181/418636,,https://www.gba.gob.ar/saludprovincia,TUCULET,María Pilar,Femenino,Resolución 5343/2022 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2022/5363/325697,01/09/2022
Dirección Provincial de Hospitales,Ministerio de Salud,Subsecretaría de Atención de la Salud y Articulación Territorial,Decreto 413/2020,https://normas.gba.gob.ar/documentos/0zvP6bfX.pdf,21/05/2020,https://www.gba.gob.ar/saludprovincia,COLIQUEO,Nicolás Javier Omar,Masculino,Resolución 5822/2026 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2026/5822/610791,22/06/2026
Dirección Provincial de Redes y Regiones,Ministerio de Salud,Subsecretaría de Atención de la Salud y Articulación Territorial,Decreto 413/2020,https://normas.gba.gob.ar/documentos/0zvP6bfX.pdf,21/05/2020,https://www.gba.gob.ar/saludprovincia,_____,_,Masculino,,,
DIRECCIÓN PROVINCIAL DEL INSTITUTO DE HEMOTERAPIA DE LA PROVINCIA DE BUENOS AIRES - DRA. NORA ETCHENIQUE,Ministerio de Salud,Subsecretaría de Atención de la Salud y Articulación Territorial,Decreto 1181/2022,https://normas.gba.gob.ar/documentos/Be4oLjIj.pdf,22/09/2022,https://www.gba.gob.ar/saludprovincia,,,,,,
"Dirección Provincial de Redes, Regiones Sanitarias y Salud Comunitaria",Ministerio de Salud,Subsecretaría de Atención de la Salud y Articulación Territorial,Decreto 181/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/181/418636,,https://www.gba.gob.ar/saludprovincia,LOPEZ,Noelia,Femenino,,,
Dirección Provincial de Fortalecimiento del Sistema de Salud,Ministerio de Salud,Subsecretaría de Atención de la Salud y Articulación Territorial,Decreto 1181/2022,https://normas.gba.gob.ar/documentos/Be4oLjIj.pdf,22/09/2022,https://www.gba.gob.ar/saludprovincia,GRODSINSKY,Lucia Inés,Femenino,Resolución 938/2024 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2024/938/442825,01/01/2024
"Dirección Provincial Escuela de Gobierno en Salud ""Floreal Ferrara""",Ministerio de Salud,Subsecretaría de Planificación Estratégica en Salud,Decreto 413/2020,https://normas.gba.gob.ar/documentos/0zvP6bfX.pdf,21/05/2020,https://www.gba.gob.ar/saludprovincia,GONZALEZ MARTINEZ,Verónica del Valle,Femenino,Resolución 6046/2026 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2026/6046/616217,01/07/2026
Dirección Provincial de Epidemiología,Ministerio de Salud,Subsecretaría de Planificación Estratégica en Salud,Decreto 181/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/181/418636,,https://www.gba.gob.ar/saludprovincia,JAIT,Andrea Raquel,Femenino,Resolución 166/2020 del Ministerio de Seguridad,https://normas.gba.gob.ar/documentos/02JA4vur.pdf,19/12/2019
Dirección Provincial de Registro y Fiscalización Sanitaria,Ministerio de Salud,Subsecretaría de Planificación Estratégica en Salud,Decreto 413/2020,https://normas.gba.gob.ar/documentos/0zvP6bfX.pdf,21/05/2020,https://www.gba.gob.ar/saludprovincia,TESTA,María Laura,Femenino,Resolución 7224/2025 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2025/7224/544498,01/09/2025
Dirección Provincial del Instituto Biológico Dr. Tomás Perón,Ministerio de Salud,Subsecretaría de Planificación Estratégica en Salud,Decreto 181/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/181/418636,,https://www.gba.gob.ar/saludprovincia,BES,Gabriela Cristina,Femenino,Resolución 2182/2022 del Ministerio de Salud,https://normas.gba.gob.ar/documentos/BgZp7Di3.pdf,01/06/2022
DIRECCIÓN PROVINCIAL DE ESTADÍSTICA Y SALUD DIGITAL ,Ministerio de Salud,Subsecretaría de Planificación Estratégica en Salud,Decreto 1181/2022,https://normas.gba.gob.ar/documentos/Be4oLjIj.pdf,22/09/2022,https://www.gba.gob.ar/saludprovincia,SPERANZA,Cintia Daniela,Femenino,Resolución 1607/2025 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2025/1607/528196,01/01/2025
Dirección de Gestión Científico Técnica,Ministerio de Salud,Centro Único Coordinador de Ablación e Implante de la Provincia de Buenos Aires (C.U.C.A.I.B.A.),Decreto 413/2020,https://normas.gba.gob.ar/documentos/0zvP6bfX.pdf,21/05/2020,https://www.gba.gob.ar/saludprovincia,"_,_","_,_",Femenino,,,
Dirección de Gestión Administrativa,Ministerio de Salud,Centro Único Coordinador de Ablación e Implante de la Provincia de Buenos Aires (C.U.C.A.I.B.A.),Decreto 413/2020,https://normas.gba.gob.ar/documentos/0zvP6bfX.pdf,21/05/2020,https://www.gba.gob.ar/saludprovincia,RIOS,María Verónica,Femenino,,,
Unidad de Coordinación Médico-Administrativa,Ministerio de Salud,Centro Único Coordinador de Ablación e Implante de la Provincia de Buenos Aires (C.U.C.A.I.B.A.),Decreto 413/2020,https://normas.gba.gob.ar/documentos/0zvP6bfX.pdf,21/05/2020,https://www.gba.gob.ar/saludprovincia,ROSA,Diana Edith,Femenino,Resolución 170/2020 del Ministerio de Salud,https://normas.gba.gob.ar/documentos/B7OgJLcK.pdf,01/01/2020
IOMA (Vicepresidencia),Ministerio de Salud,Instituto de Obra Médico Asistencial (IOMA),Decreto 1166/2000,https://normas.gba.gob.ar/ar-b/decreto/2000/1166/56630,20/06/2000,http://www.ioma.gba.gob.ar,CARDELLI,Mariano,Masculino,Decreto 2370/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/2370/537758,25/08/2025
DIRECTORIO (IOMA),Ministerio de Salud,Instituto de Obra Médico Asistencial (IOMA),Ley 6982,http://www.gob.gba.gov.ar/legislacion/legislacion/l-6982.html,24/12/1964,https://www.ioma.gba.gob.ar/,,,,,,
DIRECCIÓN DE POLÍTICAS DE COMUNICACIÓN EN SALUD,Ministerio de Salud,Dirección Provincial de Comunicación y Prensa en Salud,Decreto 181/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/181/418636,,"",ARRIEN,Catalina,Femenino,Resolución 3134/2024 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2024/3134/528173,01/03/2024
Dirección Provincial de Equidad de Género en Salud,Ministerio de Salud,SUBSECRETARÍA DE POLÍTICAS DE CUIDADOS EN SALUD,Decreto 181/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/181/418636,,https://www.gba.gob.ar/saludprovincia,RAMIREZ ,María Carlota,Femenino,Resolución 3570/2024 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2024/3570/442518,01/03/2024
"Dirección Provincial del Instituto de Prevención, Diagnóstico y Tratamiento del Cáncer",Ministerio de Salud,SUBSECRETARÍA DE POLÍTICAS DE CUIDADOS EN SALUD,Decreto 181/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/181/418636,,https://www.gba.gob.ar/saludprovincia,PIFANO,Marina,Femenino,Resolución 11/2022 del Ministerio de Salud,https://normas.gba.gov.ar/documentos/VJ9Y3jhm.pdf,01/12/2021
Dirección Provincial de Acceso e Inclusión en Salud,Ministerio de Salud,SUBSECRETARÍA DE POLÍTICAS DE CUIDADOS EN SALUD,Decreto 181/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/181/418636,,https://www.gba.gob.ar/saludprovincia,FARIAS,María Lourdes,Femenino,Resolución 1321/2021 del Ministerio de Salud,https://normas.gba.gov.ar/documentos/VNalXYc6.pdf,01/03/2021
DIRECCIÓN PROVINCIAL DE POLITICA DE MEDICAMENTOS,Ministerio de Salud,SUBSECRETARÍA DE POLÍTICAS DE CUIDADOS EN SALUD,Decreto 181/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/181/418636,,https://www.gba.gob.ar/saludprovincia,COCCO,Marcos Hernán,Masculino,Resolución 80/2023 del Ministerio de Salud,https://normas.gba.gob.ar/documentos/084Jagsm.pdf,
DIRECCIÓN PROVINCIAL DE SALUD EN LA NIÑEZ Y LA ADOLESCENCIA,Ministerio de Salud,SUBSECRETARÍA DE POLÍTICAS DE CUIDADOS EN SALUD,Decreto 181/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/181/418636,,https://www.gba.gob.ar/saludprovincia,PARUELO,Federico,Masculino,Resolución 3161/2024 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2024/3161/442846,01/03/2024
DIRECCIÓN PROVINCIAL DE PROMOCIÓN Y PREVENCIÓN EN SALUD,Ministerio de Salud,SUBSECRETARÍA DE POLÍTICAS DE CUIDADOS EN SALUD,Decreto 181/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/181/418636,,https://www.gba.gob.ar/saludprovincia,ESCALANTE ALBERTALI,Laura,Femenino,Resolución 8008/2024 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2024/8008/531684,
Dirección de Contabilidad,Ministerio de Salud,Dirección General de Administración,Decreto 413/2020,https://normas.gba.gob.ar/documentos/0zvP6bfX.pdf,21/05/2020,https://www.gba.gob.ar/saludprovincia,OSES,Lucía,Femenino,Resolución 7726/2025 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2025/7726/544503,01/10/2025
Dirección de Compras Hospitalarias,Ministerio de Salud,Dirección General de Administración,Decreto 413/2020,https://normas.gba.gob.ar/documentos/0zvP6bfX.pdf,21/05/2020,https://www.gba.gob.ar/saludprovincia,LALIN ,Leonardo,Masculino,Resolución 1307/2021 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2021/1307/240583,01/01/2021
Dirección de Recuperación de Costos,Ministerio de Salud,Dirección General de Administración,Decreto 413/2020,https://normas.gba.gob.ar/documentos/0zvP6bfX.pdf,21/05/2020,https://www.gba.gob.ar/saludprovincia,AMETTE ESTRADA, Roberto,Masculino,Resolución 5007/2025 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2025/5007/528204,01/06/2025
Dirección de Asuntos Judiciales,Ministerio de Salud,Dirección Provincial de Asuntos Legales,Decreto 413/2020,https://normas.gba.gob.ar/documentos/0zvP6bfX.pdf,21/05/2020,https://www.gba.gob.ar/saludprovincia,NARDONE,Paula Andrea,Femenino,Resolución 924/2020 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2020/924/442489,21/05/2020
Dirección Técnico Administrativa,Ministerio de Salud,Dirección Provincial de Asuntos Legales,Decreto 413/2020,https://normas.gba.gob.ar/documentos/0zvP6bfX.pdf,21/05/2020,https://www.gba.gob.ar/saludprovincia,CERVERA,Gisela Bernabé,Femenino,Resolución 6717/2022 del Ministerio de Salud,https://normas.gba.gob.ar/documentos/084Jvzcm.pdf,01/10/2022
Dirección de Compras y Contrataciones,Ministerio de Salud,DIRECCIÓN PROVINCIAL DE GESTIÓN Y PLANIFICACIÓN DE COMPRAS Y CONTRATACIONES,Decreto 1181/2022,https://normas.gba.gob.ar/documentos/Be4oLjIj.pdf,22/09/2022,https://www.gba.gob.ar/saludprovincia,CASTRO GOMEZ,Ana Florencia,Femenino,Resolución 1023/2020 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2020/1023/531677,01/06/2020
DIRECCIÓN DE PLANIFICACIÓN ESTRATÉGICA DE COMPRAS Y CONTRATACIONES ,Ministerio de Salud,DIRECCIÓN PROVINCIAL DE GESTIÓN Y PLANIFICACIÓN DE COMPRAS Y CONTRATACIONES,Decreto 1181/2022,https://normas.gba.gob.ar/documentos/Be4oLjIj.pdf,22/09/2022,https://www.gba.gob.ar/saludprovincia,RUSLENDER,Marcelo Efraín,Masculino,Resolución 1465/2025 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2025/1465/531669,01/01/2025
DIRECCIÓN DE COMPRAS DE MEDICAMENTOS E INSUMOS FARMACOLÓGICOS ,Ministerio de Salud,DIRECCIÓN PROVINCIAL DE GESTIÓN Y PLANIFICACIÓN DE COMPRAS Y CONTRATACIONES,Decreto 1181/2022,https://normas.gba.gob.ar/documentos/Be4oLjIj.pdf,22/09/2022,https://www.gba.gob.ar/saludprovincia,GUILLERON,Ana Nicolasa,Femenino,Resolución 5621/2022 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2022/5621/327656,01/10/2022
"DIRECCIÓN DE GESTIÓN, SEGUIMIENTO Y CUMPLIMIENTOS ",Ministerio de Salud,DIRECCIÓN PROVINCIAL DE GESTIÓN Y PLANIFICACIÓN DE COMPRAS Y CONTRATACIONES,Decreto 1181/2022,https://normas.gba.gob.ar/documentos/Be4oLjIj.pdf,22/09/2022,https://www.gba.gob.ar/saludprovincia,BACCANI,Germán,Masculino,Resolución 1067/2026 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2026/1067/569472,01/01/2026
DIRECCIÓN DE TECNOLOGÍA MÉDICA ,Ministerio de Salud,"DIRECCIÓN PROVINCIAL DE INFRAESTRUCTURA, SERVICIOS AUXILIARES Y TECNOLOGÍA MÉDICA",Decreto 1181/2022,https://normas.gba.gob.ar/documentos/Be4oLjIj.pdf,22/09/2022,https://www.gba.gob.ar/saludprovincia,CIAN,Leandro Miguel,Masculino,Resolución 4132/2026 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2026/4132/600179,01/05/2026
DIRECCIÓN DE SERVICIOS AUXILIARES ,Ministerio de Salud,"DIRECCIÓN PROVINCIAL DE INFRAESTRUCTURA, SERVICIOS AUXILIARES Y TECNOLOGÍA MÉDICA",Decreto 1181/2022,https://normas.gba.gob.ar/documentos/Be4oLjIj.pdf,22/09/2022,https://www.gba.gob.ar/saludprovincia,FERRARI,Facundo Martin,Masculino,Resolución 6008/2025 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2025/6008/533002,01/07/2025
DIRECCIÓN DE INFRAESTRUCTURA ,Ministerio de Salud,"DIRECCIÓN PROVINCIAL DE INFRAESTRUCTURA, SERVICIOS AUXILIARES Y TECNOLOGÍA MÉDICA",Decreto 1181/2022,https://normas.gba.gob.ar/documentos/Be4oLjIj.pdf,22/09/2022,https://www.gba.gob.ar/saludprovincia,MARTINEZ,Mariana,Femenino,Resolución 4970/2022 del Ministerio de Salud,https://normas.gba.gob.ar/documentos/05XLzyCj.pdf,01/10/2022
DIRECCIÓN DE ADMINISTRACIÓN Y FINANZAS ,Ministerio de Salud,DIRECCIÓN PROVINCIAL DE COORDINACIÓN GENERAL DE PROYECTOS ESPECIALES,Decreto 1181/2022,https://normas.gba.gob.ar/documentos/Be4oLjIj.pdf,22/09/2022,https://www.gba.gob.ar/saludprovincia,ALMADA,Carlos Ceferino,Masculino,Resolución 750/2023 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2023/750/341801,01/12/2022
DIRECCIÓN DE CONTRATACIONES ,Ministerio de Salud,DIRECCIÓN PROVINCIAL DE COORDINACIÓN GENERAL DE PROYECTOS ESPECIALES,Decreto 1181/2022,https://normas.gba.gob.ar/documentos/Be4oLjIj.pdf,22/09/2022,https://www.gba.gob.ar/saludprovincia,_____,_,Masculino,,,
DIRECCIÓN DE MONITOREO Y EVALUACIÓN ,Ministerio de Salud,DIRECCIÓN PROVINCIAL DE COORDINACIÓN GENERAL DE PROYECTOS ESPECIALES,Decreto 1181/2022,https://normas.gba.gob.ar/documentos/Be4oLjIj.pdf,22/09/2022,https://www.gba.gob.ar/saludprovincia,GONZALEZ ACHA,Jimena,Femenino,Resolución 1298/2023 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2023/1298/348184,28/01/2023
"Dirección de Asistencia, Acompañamiento y Apoyo en Salud Mental y Consumos Problemáticos",Ministerio de Salud,Dirección Provincial de Salud Mental y Consumos Problemáticos,Decreto 181/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/181/418636,,https://www.gba.gob.ar/saludprovincia,TARAMASCO,Martin Horacio,Masculino,Resolución 3949/2021 del Ministerio de Salud,https://normas.gba.gov.ar/documentos/0844ajfm.pdf,13/07/2021
Dirección de Promoción y Cuidados en Salud Mental y Consumos Problemáticos,Ministerio de Salud,Dirección Provincial de Salud Mental y Consumos Problemáticos,Decreto 181/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/181/418636,,https://www.gba.gob.ar/saludprovincia,HOLC,Sebastián,Masculino,Resolución 251/2020 del Ministerio de Salud,https://normas.gba.gob.ar/documentos/BjbJYEtw.pdf,11/12/2019
DIRECCIÓN DE REDES DE DISPOSITIVOS DE SALUD MENTAL Y CONSUMOS PROBLEMÁTICOS,Ministerio de Salud,Dirección Provincial de Salud Mental y Consumos Problemáticos,Decreto 181/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/181/418636,,"",BIVONA, Ignacio,Masculino,Resolución 3140/2024 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2024/3140/442838,01/03/2024
Dirección de Abordaje Integral de las Violencias en Salud,Ministerio de Salud,Dirección Provincial de Políticas Sanitarias de Cuidado para la Erradicación de las Violencias,Decreto 181/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/181/418636,,https://www.gba.gob.ar/saludprovincia,CIRONE,Sigrid Macarena,Femenino,Resolución 1231/2023 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2023/1231/347719,01/11/2022
"Dirección de Manejo de Emergencias Sanitarias, Catástrofes y Red de Atención Hospitalaria",Ministerio de Salud,Dirección Provincial de Hospitales,Decreto 413/2020,https://normas.gba.gob.ar/documentos/0zvP6bfX.pdf,21/05/2020,https://www.gba.gob.ar/saludprovincia,CHAPARRO FRESCO,Jerónimo Nahuel,Masculino,Resolución 2217/2024 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2024/2217/528172,02/01/2024
Dirección de Políticas de Atención de la Salud,Ministerio de Salud,Dirección Provincial de Hospitales,Decreto 413/2020,https://normas.gba.gob.ar/documentos/0zvP6bfX.pdf,21/05/2020,https://www.gba.gob.ar/saludprovincia,SALVIOLI,Maximiliano Andrés ,Masculino,Resolución 6058/2024 del Ministerio de Salud,https://normas.gba.gob.ar/ar-b/resolucion/2024/6058/528181,02/03/2024
Dirección de Gestión Hospitalaria,Ministerio de Salud,Dirección Provincial de Hospitales,Decreto 181/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/181/418636,,https://www.gba.gob.ar/saludprovincia,,,,,,
