unidad,jurisdiccion_nombre,responde_a,unidad_fundamento,unidad_fundamento_enlace,unidad_fundamento_publicacion,unidad_enlace,autoridad_apellido,autoridad_nombre,autoridad_genero,autoridad_fundamento,autoridad_fundamento_enlace,autoridad_fecha_inicio
Instituto Provincial de Lotería y Casinos,Ministerio de Gobierno,,Decreto 364/2003,https://normas.gba.gob.ar/ar-b/decreto/2003/364/50974,24/04/2003,http://www.loteria.gba.gov.ar,ATANASOF ,Gonzalo Raico,Masculino,Decreto 23 B/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/23b/403965,13/12/2023
Instituto Provincial de Lotería y Casinos Vicepresidencia,Ministerio de Jefatura de Gabinete de Ministros,Instituto Provincial de Lotería y Casinos,Decreto 364/2003,https://normas.gba.gob.ar/ar-b/decreto/2003/364/50974,24/04/2003,http://www.loteria.gba.gov.ar,GARCIA,María Laura,Femenino,Decreto 297/2020,https://normas.gba.gob.ar/documentos/VroPnGIG.pdf,01/03/2020
HIPÓDROMO DE LA PLATA,Ministerio de Jefatura de Gabinete de Ministros,Instituto Provincial de Lotería y Casinos,Decreto 1422/2011,https://normas.gba.gob.ar/ar-b/decreto/2011/1422/173440,14/10/2011,"",COWEN,Mariano Hernán,Masculino,Decreto 529/2022,https://normas.gba.gob.ar/documentos/Vmb57Yfd.pdf,01/04/2022
Dirección Provincial de Juegos y Explotación,Ministerio de Jefatura de Gabinete de Ministros,Instituto Provincial de Lotería y Casinos Vicepresidencia,Decreto 364/2003,https://normas.gba.gob.ar/ar-b/decreto/2003/364/50974,24/04/2003,http://www.loteria.gba.gov.ar,GALLO,Carlos Alberto,Masculino,Resolución 345/2024 del Instituto Provincial de Lotería y Casinos,https://normas.gba.gob.ar/ar-b/resolucion/2024/345/425274,01/01/2024
Dirección Provincial de Administración y Finanzas,Ministerio de Jefatura de Gabinete de Ministros,Instituto Provincial de Lotería y Casinos Vicepresidencia,Decreto 364/2003,https://normas.gba.gob.ar/ar-b/decreto/2003/364/50974,24/04/2003,http://www.loteria.gba.gov.ar,RULLI,María Juliana,Femenino,Decreto 179/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/179/418457,01/02/2024
Dirección Provincial de Auditoría y Control de Gestión,Ministerio de Jefatura de Gabinete de Ministros,Instituto Provincial de Lotería y Casinos Vicepresidencia,Decreto 364/2003,https://normas.gba.gob.ar/ar-b/decreto/2003/364/50974,24/04/2003,http://www.loteria.gba.gov.ar,QUINTERO,Miguel Ángel,Masculino,Decreto 469/2020,https://normas.gba.gob.ar/documentos/BLmnjGSM.pdf,01/04/2020
Dirección Provincial de Hipódromos y Casinos,Ministerio de Jefatura de Gabinete de Ministros,Instituto Provincial de Lotería y Casinos Vicepresidencia,Decreto 364/2003,https://normas.gba.gob.ar/ar-b/decreto/2003/364/50974,24/04/2003,http://www.loteria.gba.gov.ar,VERNENGO,Juan Manuel,Masculino,Resolución 896/2025 del Instituto Provincial de Lotería y Casinos,https://normas.gba.gob.ar/ar-b/resolucion/2025/896/524421,12/06/2025
Dirección de Comunicaciones y Relaciones Institucionales,Ministerio de Jefatura de Gabinete de Ministros,Instituto Provincial de Lotería y Casinos Vicepresidencia,Decreto 364/2003,https://normas.gba.gob.ar/ar-b/decreto/2003/364/50974,24/04/2003,http://www.loteria.gba.gov.ar,ETCHEVERRY,Diego Alejandro,Masculino,Decreto 401/2022,https://normas.gba.gob.ar/documentos/04Xy9wuN.pdf,01/03/2022
Dirección de Sistemas,Ministerio de Jefatura de Gabinete de Ministros,Instituto Provincial de Lotería y Casinos Vicepresidencia,Decreto 364/2003,https://normas.gba.gob.ar/ar-b/decreto/2003/364/50974,24/04/2003,http://www.loteria.gba.gov.ar,SPINELLI,María Laura,Femenino,Resolución 345/2024 del Instituto Provincial de Lotería y Casinos,https://normas.gba.gob.ar/ar-b/resolucion/2024/345/425274,04/03/2024
Dirección Jurídico - Legal,Ministerio de Jefatura de Gabinete de Ministros,Instituto Provincial de Lotería y Casinos Vicepresidencia,Decreto 364/2003,https://normas.gba.gob.ar/ar-b/decreto/2003/364/50974,24/04/2003,http://www.loteria.gba.gov.ar,SILVESTRE,Sebastián,Masculino,Decreto 469/2020,https://normas.gba.gob.ar/documentos/BLmnjGSM.pdf,02/05/2020
