unidad,jurisdiccion_nombre,responde_a,unidad_fundamento,unidad_fundamento_enlace,unidad_fundamento_publicacion,unidad_enlace,autoridad_apellido,autoridad_nombre,autoridad_genero,autoridad_fundamento,autoridad_fundamento_enlace,autoridad_fecha_inicio
Ministerio de Hábitat y Desarrollo Urbano,Ministerio de Hábitat y Desarrollo Urbano,Gobernación de la Provincia de Buenos Aires,Ley 15477,https://normas.gba.gob.ar/ar-b/ley/2023/15477/406431,29/12/2023,https://www.gba.gob.ar/habitat,BATAKIS,Silvina Aída ,Femenino,Decreto 8 B/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/8b/403248,
Organismo Provincial de Integración Social y Urbana,Ministerio de Hábitat y Desarrollo Urbano,Ministerio de Hábitat y Desarrollo Urbano,Ley 15477,https://normas.gba.gob.ar/ar-b/ley/2023/15477/406431,29/12/2023,https://www.gba.gob.ar/opisu,BARRIOS,Romina Analía,Femenino,Decreto  48/2019 B,https://normas.gba.gob.ar/documentos/xpzmMoTP.pdf,11/12/2019
INSTITUTO DE LA VIVIENDA,Ministerio de Hábitat y Desarrollo Urbano,Ministerio de Hábitat y Desarrollo Urbano,Decreto 811/2021,https://normas.gba.gov.ar/documentos/Be4A92ij.pdf,28/09/2021,https://www.gba.gob.ar/vivienda,MENENDEZ,Diego,Masculino,Decreto 71/2022,https://normas.gba.gob.ar/documentos/BOZneWiy.pdf,30/12/2021
"Subsecretaría Técnica, Administrativa y Legal (MHYDU)",Ministerio de Hábitat y Desarrollo Urbano,Ministerio de Hábitat y Desarrollo Urbano,Decreto 245/2022,https://normas.gba.gob.ar/documentos/xAAJaXfR.pdf,18/03/2022,https://www.gba.gob.ar/habitat,BALLESTEROS,José Miguel,Masculino,Decreto 130 B/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/130b/408043,01/01/2024
SUBSECRETARÍA DE DESARROLLO URBANO Y VIVIENDA,Ministerio de Hábitat y Desarrollo Urbano,Ministerio de Hábitat y Desarrollo Urbano,Decreto 245/2022,https://normas.gba.gob.ar/documentos/xAAJaXfR.pdf,18/03/2022,https://www.gba.gob.ar/habitat,ESTERELLES, Adriana Marcela,Femenino,Decreto 3065/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/3065/474523,22/10/2024
Subsecretaría de Ejecución de Obras de Desarrollo Urbano y Vivienda,Ministerio de Hábitat y Desarrollo Urbano,Ministerio de Hábitat y Desarrollo Urbano,Decreto 245/2022,https://normas.gba.gob.ar/documentos/xAAJaXfR.pdf,18/03/2022,https://www.gba.gob.ar/habitat,TARCHINALE,Gerardo Torcuato,Masculino,Decreto 1107/2021,https://normas.gba.gov.ar/documentos/0PL8zPH7.pdf,28/09/2021
"SUBSECRETARÍA TÉCNICA, ADMINISTRATIVA Y LEGAL",Ministerio de Hábitat y Desarrollo Urbano,Ministerio de Hábitat y Desarrollo Urbano,Decreto 245/2022,https://normas.gba.gob.ar/documentos/xAAJaXfR.pdf,18/03/2022,"",,,,,,
SUBSECRETARÍA DE PLANIFICACIÓN Y SEGUIMIENTO,Ministerio de Hábitat y Desarrollo Urbano,Ministerio de Hábitat y Desarrollo Urbano,Decreto 245/2022,https://normas.gba.gob.ar/documentos/xAAJaXfR.pdf,18/03/2022,https://www.gba.gob.ar/habitat,TALENTO,Julián Ignacio,Masculino,Decreto 201/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/201/420039,17/01/2024
SUBSECRETARÍA DE COORDINACIÓN Y EJECUCIÓN DE FINANCIAMIENTO INTERNACIONAL,Ministerio de Hábitat y Desarrollo Urbano,Ministerio de Hábitat y Desarrollo Urbano,Decreto 245/2022,https://normas.gba.gob.ar/documentos/xAAJaXfR.pdf,18/03/2022,https://www.gba.gob.ar/habitat,ANGELETTI , Karina Liliana,Femenino,Decreto 21/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/21/410486,01/01/2024
DIRECCIÓN PROVINCIAL DE PRENSA Y COMUNICACIÓN INSTITUCIONAL,Ministerio de Hábitat y Desarrollo Urbano,Ministerio de Hábitat y Desarrollo Urbano,Decreto 245/2022,https://normas.gba.gob.ar/documentos/xAAJaXfR.pdf,18/03/2022,https://www.gba.gob.ar/habitat,BEHERAN,María Laura,Femenino,Resolución 2/2024 del Ministerio de Hábitat y Desarrollo Urbano,https://normas.gba.gob.ar/ar-b/resolucion/2024/2/410654,01/01/2024
UNIDAD DE PROMOCIÓN DE POLÍTICAS DE GÉNERO Y DIVERSIDAD,Ministerio de Hábitat y Desarrollo Urbano,Ministerio de Hábitat y Desarrollo Urbano,Decreto 245/2022,https://normas.gba.gob.ar/documentos/xAAJaXfR.pdf,18/03/2022,https://www.gba.gob.ar/habitat,ARANO,Laura,Femenino,Resolución 72/2024 del Ministerio de Hábitat y Desarrollo Urbano,https://normas.gba.gob.ar/ar-b/resolucion/2024/72/424381,01/02/2024
