unidad,jurisdiccion_nombre,responde_a,unidad_fundamento,unidad_fundamento_enlace,unidad_fundamento_publicacion,unidad_enlace,autoridad_apellido,autoridad_nombre,autoridad_genero,autoridad_fundamento,autoridad_fundamento_enlace,autoridad_fecha_inicio
HONORABLE TRIBUNAL DE CUENTAS,Honorable Tribunal de Cuentas,,Ley 10869,https://normas.gba.gob.ar/documentos/BM44qUax.pdf,05/01/1990,https://www.htc.gba.gov.ar/,THEA,Federico Gastón ,Masculino,Decreto 542/2022,https://normas.gba.gob.ar/documentos/xpqPzWCP.pdf,28/05/2022
Vocalía Administración Central,Honorable Tribunal de Cuentas,HONORABLE TRIBUNAL DE CUENTAS,,,,http://www.htc.gba.gov.ar/,DIEZ,Gustavo Eduardo,Masculino,Decreto 2/2019,https://normas.gba.gob.ar/documentos/Vm2k8cd0.pdf,
VOCALÍA ADMINISTRACIÓN CENTRAL,Honorable Tribunal de Cuentas,HONORABLE TRIBUNAL DE CUENTAS,Resolución 78/2019 de la Presidencia del Honorable Tribunal de Cuentas,https://normas.gba.gob.ar/documentos/04QnXbFN.pdf,21/05/2019,https://www.htc.gba.gov.ar/,DIEZ,Gustavo Eduardo,Masculino,Decreto 2/2019,https://normas.gba.gob.ar/documentos/Vm2k8cd0.pdf,
VOCALÍA REPARTICIONES AUTÁRQUICAS Y ENTES ESPECIALES,Honorable Tribunal de Cuentas,HONORABLE TRIBUNAL DE CUENTAS,Resolución 78/2019 de la Presidencia del Honorable Tribunal de Cuentas,https://normas.gba.gob.ar/documentos/04QnXbFN.pdf,21/05/2019,https://www.htc.gba.gov.ar/,PEREDO ,Juan Pablo ,Masculino,Decreto 5/2019,https://normas.gba.gob.ar/documentos/0Xp7lHd0.pdf,
VOCALÍA MUNICIPALIDADES A,Honorable Tribunal de Cuentas,HONORABLE TRIBUNAL DE CUENTAS,Resolución 78/2019 de la Presidencia del Honorable Tribunal de Cuentas,https://normas.gba.gob.ar/documentos/04QnXbFN.pdf,21/05/2019,https://www.htc.gba.gov.ar/,PIETRONAVE,Ariel Héctor,Masculino,Decreto 4/2019,https://normas.gba.gob.ar/documentos/0P7o5s7V.pdf,
VOCALÍA MUNICIPALIDADES B,Honorable Tribunal de Cuentas,HONORABLE TRIBUNAL DE CUENTAS,Resolución 78/2019 de la Presidencia del Honorable Tribunal de Cuentas,https://normas.gba.gob.ar/documentos/04QnXbFN.pdf,21/05/2019,https://www.htc.gba.gov.ar/,CHILLO,Daniel Carlos,Masculino,Decreto 3/2019,https://normas.gba.gob.ar/documentos/xk5jqcRV.pdf,
 SECRETARÍA DE MODERNIZACIÓN Y FORTALECIMIENTO INSTITUCIONAL,Honorable Tribunal de Cuentas,HONORABLE TRIBUNAL DE CUENTAS,Resolución 78/2019 de la Presidencia del Honorable Tribunal de Cuentas,https://normas.gba.gob.ar/documentos/04QnXbFN.pdf,21/05/2019,https://www.htc.gba.gov.ar/,MUGNOLO,Mariano Luis,Masculino,Decreto 1613/2022,https://normas.gba.gob.ar/documentos/B1ePzjiz.pdf,01/09/2020
SECRETARÍA DE AUDITORÍAS FINANCIERAS Y PROYECTOS DE INVERSIÓN,Honorable Tribunal de Cuentas,HONORABLE TRIBUNAL DE CUENTAS,Resolución 75/2015 de la Presidencia del Honorable Tribunal de Cuentas,https://normas.gba.gob.ar/documentos/0XRQmWtd.pdf,,https://www.htc.gba.gov.ar/,ALONSO,Jimena,Femenino,Decreto 455/2020,https://normas.gba.gob.ar/documentos/0QaJjeuZ.pdf,01/06/2020
"SECRETARÍA DE JURISPRUDENCIA, DOCTRINA Y CONSULTAS",Honorable Tribunal de Cuentas,HONORABLE TRIBUNAL DE CUENTAS,Resolución 78/2019 de la Presidencia del Honorable Tribunal de Cuentas,https://normas.gba.gob.ar/documentos/04QnXbFN.pdf,21/05/2019,https://www.htc.gba.gov.ar/,DE ROSA,Pablo Luis,Masculino,Decreto 1100/2019,https://normas.gba.gob.ar/documentos/BdaZZZTO.pdf,05/08/2019
SECRETARÍA DE ACTUACIONES Y PROCEDIMIENTO,Honorable Tribunal de Cuentas,HONORABLE TRIBUNAL DE CUENTAS,Resolución 78/2019 de la Presidencia del Honorable Tribunal de Cuentas,https://normas.gba.gob.ar/documentos/04QnXbFN.pdf,21/05/2019,https://www.htc.gba.gov.ar/,KODELIA,Gonzalo Sebastián,Masculino,Decreto 1645/2022,https://normas.gba.gob.ar/documentos/BLqlpnTM.pdf,01/10/2022
