unidad,jurisdiccion_nombre,responde_a,unidad_fundamento,unidad_fundamento_enlace,unidad_fundamento_publicacion,unidad_enlace,autoridad_apellido,autoridad_nombre,autoridad_genero,autoridad_fundamento,autoridad_fundamento_enlace,autoridad_fecha_inicio
Ministerio de Desarrollo de la Comunidad,Ministerio de Desarrollo de la Comunidad,Gobernación de la Provincia de Buenos Aires,Ley 15477,https://normas.gba.gob.ar/ar-b/ley/2023/15477/406431,29/12/2023,https://www.gba.gob.ar/desarrollo_de_la_comunidad,LARROQUE,Andrés,Masculino,Decreto 6 B/2023,https://normas.gba.gob.ar/ar-b/decreto/2023/6b/403246,02/05/2020
Organismo Provincial de la Niñez y Adolescencia,Ministerio de Desarrollo de la Comunidad,Ministerio de Desarrollo de la Comunidad,Ley 15477,https://normas.gba.gob.ar/ar-b/ley/2023/15477/406431,29/12/2023,https://www.snya.gba.gob.ar/,CACERES,Nancy Andrea,Femenino,Decreto 346/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/346/427010,01/04/2024
"Subsecretaría Técnica, Administrativa y Legal",Ministerio de Desarrollo de la Comunidad,Ministerio de Desarrollo de la Comunidad,DECRETO 510/2021,https://normas.gba.gob.ar/documentos/B7OQGKIK.pdf,15/07/2021,https://www.gba.gob.ar/desarrollo_de_la_comunidad,OLIVA,Débora Yanina,Masculino,Decreto 417/2020,https://normas.gba.gob.ar/documentos/0vvPWvHz.pdf,11/05/2020
"Subsecretaría Técnica, Administrativa y Legal",Ministerio de Desarrollo de la Comunidad,Ministerio de Desarrollo de la Comunidad,,,,"",,,,,,
Subsecretaria de Deportes,Ministerio de Desarrollo de la Comunidad,Ministerio de Desarrollo de la Comunidad,DECRETO 510/2021,https://normas.gba.gob.ar/documentos/B7OQGKIK.pdf,15/07/2021,https://www.gba.gob.ar/desarrollo_de_la_comunidad, CARDOZO,Cristian Eduardo,Masculino,Decreto 980/2025,https://normas.gba.gob.ar/ar-b/decreto/2025/980/511400,21/04/2025
SUBSECRETARÍA DE POLITICAS SOCIALES ,Ministerio de Desarrollo de la Comunidad,Ministerio de Desarrollo de la Comunidad,DECRETO 510/2021,https://normas.gba.gob.ar/documentos/B7OQGKIK.pdf,15/07/2021,https://www.gba.gob.ar/desarrollo_de_la_comunidad,MEGLIA VIVARES,Bernarda,Femenino,Decreto 1099/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/1099/443265,01/06/2024
SUBSECRETARÍA DE HÁBITAT DE LA COMUNIDAD ,Ministerio de Desarrollo de la Comunidad,Ministerio de Desarrollo de la Comunidad,DECRETO 510/2021,https://normas.gba.gob.ar/documentos/B7OQGKIK.pdf,15/07/2021,https://www.gba.gob.ar/desarrollo_de_la_comunidad,PASCOLINI,Héctor Rubén,Masculino,Decreto 124/2020,https://normas.gba.gob.ar/documentos/BeWJkrS7.html,12/12/2019
SUBSECRETARÍA DE ECONOMÍA POPULAR ,Ministerio de Desarrollo de la Comunidad,Ministerio de Desarrollo de la Comunidad,DECRETO 510/2021,https://normas.gba.gob.ar/documentos/B7OQGKIK.pdf,15/07/2021,https://www.gba.gob.ar/desarrollo_de_la_comunidad,MENENDEZ,Daniel Alejandro,Masculino,Decreto 399/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/399/429665,01/03/2024
CONSEJO PROVINCIAL DE COORDINACIÓN DE POLÍTICAS SOCIALES ,Ministerio de Desarrollo de la Comunidad,Ministerio de Desarrollo de la Comunidad,DECRETO 510/2021,https://normas.gba.gob.ar/documentos/B7OQGKIK.pdf,15/07/2021,https://www.gba.gob.ar/desarrollo_de_la_comunidad,LARROQUE,Andrés,Masculino,,,
SUBSECRETARÍA DE ORGANIZACIÓN COMUNITARIA,Ministerio de Desarrollo de la Comunidad,Ministerio de Desarrollo de la Comunidad,DECRETO 510/2021,https://normas.gba.gob.ar/documentos/B7OQGKIK.pdf,15/07/2021,https://www.gba.gob.ar/desarrollo_de_la_comunidad,FIDANZA,Santiago Ricardo Enrique,Masculino,Decreto 769/2021,https://normas.gba.gov.ar/documentos/Vw7v3OS5.pdf,
