unidad,jurisdiccion_nombre,responde_a,unidad_fundamento,unidad_fundamento_enlace,unidad_fundamento_publicacion,unidad_enlace,autoridad_apellido,autoridad_nombre,autoridad_genero,autoridad_fundamento,autoridad_fundamento_enlace,autoridad_fecha_inicio
DIRECCIÓN DE PLIEGOS TÉCNICOS Y LEGAJOS LICITATORIOS,Ministerio de Hábitat y Desarrollo Urbano,Dirección Provincial de Proyectos Urbanos,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,https://www.gba.gob.ar/opisu,INSAURRALDE,Federico Nicolás,Masculino,Resolución 176/2025 del Organismo Provincial de Integración Social y Urbana (OPISU),https://normas.gba.gob.ar/ar-b/resolucion/2025/176/513051,01/05/2025
Dirección de Interculturalidad y Diversidad,Ministerio de Jefatura de Gabinete de Ministros,Dirección Provincial de Integración Social,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,"",_____,_,Masculino,,,
DIRECCIÓN DE PROGRAMAS SOCIO-COMUNITARIOS,Ministerio de Hábitat y Desarrollo Urbano,Dirección Provincial de Integración Social,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,https://www.gba.gob.ar/opisu,TREPICHIO GAMARRA,Carla Agustina,Femenino,Resolución 223/2026 del Organismo Provincial de Integración Social y Urbana (OPISU),https://normas.gba.gob.ar/ar-b/resolucion/2026/223/615666,13/07/2026
DIRECCIÓN DE ARTICULACIÓN DE PROYECTOS,Ministerio de Hábitat y Desarrollo Urbano,Dirección Provincial de Integración Social,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,https://www.gba.gob.ar/opisu,ANDRES,María Mercedes,Femenino,Resolución 241/2026 del Organismo Provincial de Integración Social y Urbana (OPISU),https://normas.gba.gob.ar/ar-b/resolucion/2026/241/617179,20/08/2026
Dirección de Articulación de Programas y Proyectos Productivos,Ministerio de Jefatura de Gabinete de Ministros,Dirección Provincial de Integración Productiva,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,"",_____,_,Masculino,,,
DIRECCIÓN DE INTEGRACIÓN LABORAL Y COMERCIAL,Ministerio de Hábitat y Desarrollo Urbano,Dirección Provincial de Integración Productiva,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,https://www.gba.gob.ar/opisu,TERRERA,Florencia,Femenino,Resolución 141/2024 del Organismo Provincial de Integración Social y Urbana,https://normas.gba.gob.ar/ar-b/resolucion/2024/141/427962,01/03/2024
DIRECCIÓN DE FORTALECIMIENTO DE ORGANIZACIONES PRODUCTIVAS DE LA COMUNIDAD,Ministerio de Hábitat y Desarrollo Urbano,Dirección Provincial de Integración Productiva,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,https://www.gba.gob.ar/opisu,RAMIREZ,Paula Cecilia,Femenino,Resolución 323/2025 del Organismo Provincial de Integración Social y Urbana (OPISU),https://normas.gba.gob.ar/ar-b/resolucion/2025/323/529262,21/07/2025
DIRECCIÓN DE GESTIÓN AMBIENTAL Y SUSTENTABILIDAD,Ministerio de Hábitat y Desarrollo Urbano,Dirección Provincial de Integración Productiva,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,https://www.gba.gob.ar/opisu,MONOPOLI,Mauro Julián,Masculino,Resolución 132/2025 del Organismo Provincial de Integración Social y Urbana (OPISU),https://normas.gba.gob.ar/ar-b/resolucion/2025/132/507733,01/03/2025
Dirección de Estadística,Ministerio de Jefatura de Gabinete de Ministros,Dirección Provincial de Sistematización de Datos,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,"",_____,_,Masculino,,,
Dirección de Compras y Contrataciones,Ministerio de Hábitat y Desarrollo Urbano,Dirección General de Administración (OPISU),Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,https://www.gba.gob.ar/opisu,RUIZ DIAZ,María Fernanda,Femenino,Resolución 151/2024 del Organismo Provincial de Integración Social y Urbana,https://normas.gba.gob.ar/ar-b/resolucion/2024/151/429220,01/04/2024
Dirección de Contabilidad,Ministerio de Hábitat y Desarrollo Urbano,Dirección General de Administración (OPISU),Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,https://www.gba.gob.ar/opisu,JIMENEZ,Rocío Florencia Belén,Femenino,Decreto 298/2021,https://normas.gba.gov.ar/documentos/VWWRGofY.pdf,15/03/2021
Dirección de Servicios Técnico Administrativos,Ministerio de Hábitat y Desarrollo Urbano,Dirección General de Administración (OPISU),Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,https://www.gba.gob.ar/opisu,SPINA,Lisandro,Masculino,Resolución 227/2026 del Organismo Provincial de Integración Social y Urbana (OPISU),https://normas.gba.gob.ar/ar-b/resolucion/2026/227/613215,01/08/2026
Dirección Delegada de la Dirección Provincial de Personal,Ministerio de Hábitat y Desarrollo Urbano,Dirección General de Administración (OPISU),Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,https://www.gba.gob.ar/opisu,RODRIGUEZ,Analía Cintia,Femenino,Resolución 227/2026 del Organismo Provincial de Integración Social y Urbana (OPISU),https://normas.gba.gob.ar/ar-b/resolucion/2026/227/613215,01/08/2026
"Dirección de Servicios Auxiliares, Bienes e Informática",Ministerio de Hábitat y Desarrollo Urbano,Dirección General de Administración (OPISU),Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,https://www.gba.gob.ar/opisu,DELGADO,Ivanna Florencia,Femenino,Decreto 309/2022,https://normas.gba.gob.ar/documentos/Vrl6a4TG.pdf,01/01/2022
DIRECCIÓN DE SISTEMAS DE INFORMACIÓN GEOESTADÍSTICA,Ministerio de Hábitat y Desarrollo Urbano,DIRECCIÓN PROVINCIAL DE SISTEMAS DE INFORMACIÓN Y MONITOREO ESTRATÉGICO,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,https://www.gba.gob.ar/opisu,ROMERO, María Dolores Belén,Femenino,Resolución 270/2025 del Organismo Provincial de Integración Social y Urbana (OPISU),https://normas.gba.gob.ar/ar-b/resolucion/2025/270/522942,13/06/2025
DIRECCIÓN DE GESTIÓN DE SUELO E INTERVENCIONES URBANÍSTICAS,Ministerio de Hábitat y Desarrollo Urbano,DIRECCIÓN PROVINCIAL DE SISTEMAS DE INFORMACIÓN Y MONITOREO ESTRATÉGICO,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,https://www.gba.gob.ar/opisu,POGLIANO,Federico Ezequiel,Masculino,Resolución 173/2025 del Organismo Provincial de Integración Social y Urbana (OPISU),https://normas.gba.gob.ar/ar-b/resolucion/2025/173/512177,10/04/2025
DIRECCIÓN DE PROMOCIÓN DE LA SEGURIDAD COMUNITARIA,Ministerio de Hábitat y Desarrollo Urbano,DIRECCIÓN PROVINCIAL DE EVALUACIÓN DE POLÍTICAS URBANAS Y CONTROL DE GESTIÓN,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,https://www.gba.gob.ar/opisu,VANINI,Mariana,Femenino,Resolución 138/2025 del Organismo Provincial de Integración Social y Urbana (OPISU),https://normas.gba.gob.ar/ar-b/resolucion/2025/138/508141,09/04/2025
DIRECCIÓN DE ARTICULACIÓN CON ORGANISMOS INTERNACIONALES DE CRÉDITO,Ministerio de Hábitat y Desarrollo Urbano,DIRECCIÓN PROVINCIAL DE EVALUACIÓN DE POLÍTICAS URBANAS Y CONTROL DE GESTIÓN,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,https://www.gba.gob.ar/opisu,_____,_,Masculino,,,
DIRECCIÓN DE ABORDAJE TERRITORIAL,Ministerio de Hábitat y Desarrollo Urbano,DIRECCIÓN PROVINCIAL DE EVALUACIÓN DE POLÍTICAS URBANAS Y CONTROL DE GESTIÓN,Decreto 1147/2021,https://normas.gba.gob.ar/ar-b/decreto/2021/1147/270243,21/12/2021,https://www.gba.gob.ar/opisu,HORNA,María Emilia,Femenino,Resolución 452/2025 del Organismo Provincial de Integración Social y Urbana (OPISU),https://normas.gba.gob.ar/ar-b/resolucion/2025/452/547133,01/09/2025
Dirección de Inspección y Auditoría de Obras de Arquitectura,Ministerio de Hábitat y Desarrollo Urbano,DIRECCIÓN PROVINCIAL DE CONTROL Y SUPERVISIÓN DE PROYECTOS Y OBRAS,Decreto 209/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/209/423168,,https://www.gba.gob.ar/opisu,ALEMIS,Ricardo Daniel,Masculino,Resolución 398/2025 del Organismo Provincial de Integración Social y Urbana (OPISU),https://normas.gba.gob.ar/ar-b/resolucion/2025/398/540104,01/09/2025
DIRECCIÓN DE INSPECCIÓN Y AUDITORÍA DE OBRAS DE INGENIERÍA ,Ministerio de Hábitat y Desarrollo Urbano,DIRECCIÓN PROVINCIAL DE CONTROL Y SUPERVISIÓN DE PROYECTOS Y OBRAS,Decreto 209/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/209/423168,,https://www.gba.gob.ar/opisu, MOLINUEVO,Joaquín José,Masculino,Resolución 134/2024 del Organismo Provincial de Integración Social y Urbana,https://normas.gba.gob.ar/ar-b/resolucion/2024/134/427961,19/03/2024
"DIRECCIÓN DE GESTIÓN, SEGUIMIENTO Y EJECUCCIÓN DE CONTRATOS DE OBRA",Ministerio de Hábitat y Desarrollo Urbano,DIRECCIÓN PROVINCIAL DE CONTROL Y SUPERVISIÓN DE PROYECTOS Y OBRAS,Decreto 209/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/209/423168,,https://www.gba.gob.ar/opisu,ANACLETO FALLA CABRERA,Cristina Mercedes,Femenino,Resolución 194/2024 del Organismo Provincial de Integración Social y Urbana (OPISU),https://normas.gba.gob.ar/ar-b/resolucion/2024/194/433731,19/03/2024
DIRECCIÓN DE ASUNTOS JURÍDICOS,Ministerio de Hábitat y Desarrollo Urbano,DIRECCIÓN PROVINCIAL TÉCNICO LEGAL,Decreto 209/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/209/423168,,https://www.gba.gob.ar/opisu,ANTONUCCI,Carla Fernanda ,Femenino,Resolución 225/2026 del Organismo Provincial de Integración Social y Urbana (OPISU),https://normas.gba.gob.ar/ar-b/resolucion/2026/225/615674,13/07/2026
DIRECCIÓN DE AUDITORÍA INTERNA,Ministerio de Hábitat y Desarrollo Urbano,DIRECCIÓN PROVINCIAL TÉCNICO LEGAL,Decreto 209/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/209/423168,,https://www.gba.gob.ar/opisu,DI BOSCIO,Delfina,Femenino,Resolución 223/2026 del Organismo Provincial de Integración Social y Urbana (OPISU),https://normas.gba.gob.ar/ar-b/resolucion/2026/223/615666,13/07/2026
